familia,versao,coluna,status
bb_2015_03_marco_pnhr,bb_2015_03_marco_pnhr_31032015,vlr_medio_un,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,contratação_empreendimentos_mcmv_1__2_e_3__caixa,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_1,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_10,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_11,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_12,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_13,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_14,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_15,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_16,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_17,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_18,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_19,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_2,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_20,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_21,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_22,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_23,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_24,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_25,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_26,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_27,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_28,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_29,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_3,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_30,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_31,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_32,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_33,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_34,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_4,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_5,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_6,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_7,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_8,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unnamed_9,nova
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,_de_obra_executada,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,administração_por_condomínio,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,ano,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,cnpj,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,codapf,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,codmunicibge,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,comercializadas,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,construtora,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,cronograma_datatermino,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,data_prevista_término_obra,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,dataprevistasr,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,endereço_do_empreendimento,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,faixa,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,faixa_divisao,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,faixa_perc,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,forma_parcelamento_solo,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,id_mcmv,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,idregistro,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,municipio,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,nomeempreendimento,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,produto,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,recortes_territoriais,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,siaci_valorsubsidio_fgts,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,siaci_valorsubsidio_ogu,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,tipologia_unidade,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,trabalho_técnico_social_tts,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,uf,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unidades,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unidades_concluidas,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unidades_em_obras,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,unidades_entregues,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,valor_da_contrapartida_do_poder_público,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,valor_do_empréstimo,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,valor_total__liberado,removida
julho_bases_relatório_executivo,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,valor_total_do_investimento,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,contratação_empreendimentos_mcmv_1__2_e_3__caixa,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_1,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_10,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_11,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_12,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_13,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_14,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_15,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_16,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_17,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_18,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_19,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_2,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_20,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_21,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_22,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_23,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_24,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_25,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_26,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_27,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_28,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_29,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_3,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_30,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_31,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_32,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_33,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_34,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_4,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_5,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_6,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_7,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_8,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unnamed_9,nova
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,_de_obra_executada,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,administração_por_condomínio,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,ano,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,cnpj,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,codapf,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,codmunicibge,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,comercializadas,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,construtora,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,cronograma_datatermino,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,data_prevista_término_obra,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,dataprevistasr,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,endereço_do_empreendimento,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,faixa,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,faixa_divisao,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,faixa_perc,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,forma_parcelamento_solo,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,id_mcmv,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,idregistro,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,municipio,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,nomeempreendimento,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,produto,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,recortes_territoriais,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,siaci_valorsubsidio_fgts,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,siaci_valorsubsidio_ogu,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,tipologia_unidade,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,trabalho_técnico_social_tts,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,uf,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unidades,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unidades_concluidas,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unidades_em_obras,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,unidades_entregues,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,valor_da_contrapartida_do_poder_público,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,valor_do_empréstimo,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,valor_total__liberado,removida
outubro_bases_relatório_executivo,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,valor_total_do_investimento,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,contratação_empreendimentos_mcmv_1__2_e_3__caixa,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_1,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_10,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_11,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_12,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_13,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_14,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_15,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_16,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_17,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_18,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_19,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_2,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_20,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_21,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_22,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_23,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_24,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_25,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_26,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_27,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_28,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_29,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_3,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_30,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_31,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_32,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_33,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_34,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_4,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_5,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_6,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_7,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_8,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unnamed_9,nova
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,_de_obra_executada,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,administração_por_condomínio,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,ano,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,cnpj,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,codapf,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,codmunicibge,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,comercializadas,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,construtora,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,cronograma_datatermino,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,data_prevista_término_obra,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,dataprevistasr,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,endereço_do_empreendimento,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,faixa,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,faixa_divisao,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,faixa_perc,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,forma_parcelamento_solo,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,id_mcmv,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,idregistro,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,municipio,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,nomeempreendimento,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,produto,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,recortes_territoriais,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,siaci_valorsubsidio_fgts,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,siaci_valorsubsidio_ogu,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,tipologia_unidade,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,trabalho_técnico_social_tts,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,uf,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unidades,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unidades_concluidas,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unidades_em_obras,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,unidades_entregues,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,valor_da_contrapartida_do_poder_público,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,valor_do_empréstimo,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,valor_total__liberado,removida
novembro_bases_relatório_executivo,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,valor_total_do_investimento,removida
dezembro_bases_relatório_executivo,caixa_001_2012_12_dezembro_bases_relatório_executivo_31122012,ano,nova
dezembro_bases_relatório_executivo,caixa_001_2012_12_dezembro_bases_relatório_executivo_31122012,id_mcmv,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,contratação_empreendimentos_mcmv_1__2_e_3__caixa,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_1,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_10,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_11,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_12,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_13,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_14,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_15,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_16,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_17,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_18,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_19,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_2,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_20,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_21,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_22,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_23,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_24,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_25,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_26,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_27,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_28,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_29,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_3,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_30,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_31,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_32,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_33,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_34,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_4,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_5,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_6,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_7,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_8,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,unnamed_9,nova
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,_de_obra_executada,removida
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,administração_por_condomínio,removida
dezembro_bases_relatório_executivo,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,cnpj,removida
