"table_name","formacao","confidence","notes"
caixa_003_2017_rel_executivo_resumo_jun2017,sub_tabelas_1,high,""
caixa_003_2017_rel_executivo_resumo_mai2017,sub_tabelas_1,high,""
caixa_003_2017_rel_executivo_resumo_mar2017,sub_tabelas_1,high,""
caixa_003_2017_rel_executivo_resumo_nov17,sub_tabelas_1,high,""
ecente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02_correcao,bem_formada,high,""
elatorio_executivo_31102014_bases_relatório_executivo_31102014,bem_formada,high,""
elatorio_executivo_31102014_pmcmv_relatório_executivo_31102014,sub_tabelas_1,high,""
historico_recente_202406_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,medium,inconsistência de tipos entre colunas
historico_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202411_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202412_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_2024_08_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_2024_09_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_2024_10_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202503_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202503_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202504_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202505_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202506_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202507_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202508_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202509_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202510_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202511_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202512_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_2025_01_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_2025_02_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202601_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202602_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
historico_recente_202603_snh_pmcmv_dados_prioritarios_af_bb,bem_formada,high,""
historico_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa,bem_formada,high,""
ixa_001_2010_09___setembro_2010_contratação_pf_total___060920,bem_formada,high,""
ixa_001_2011_09_setembro_presidencia_automatizado_mcmvii_082011,bem_formada,high,""
ixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_13012012_base,bem_formada,high,""
ixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base,bem_formada,high,""
ixa_001_2013_02___fevereiro_bases_relatório_executivo_15022013,bem_formada,high,""
ixa_001_2013_02___fevereiro_bases_relatório_executivo_28022013,bem_formada,high,""
ixa_001_2013_02___fevereiro_pmcmv_relatório_executivo_15022013,sub_tabelas_1,high,""
ixa_001_2013_02___fevereiro_pmcmv_relatório_executivo_28022013,sub_tabelas_1,high,""
ixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v2,bem_formada,high,""
ixa_001_2015_02_fevereiro_pmcmv_3_relatório_executivo_28022015,sub_tabelas_1,high,""
ixa_001_2015_12_dezembro_pmcmv_3_relatório_executivo_31122015v,sub_tabelas_1,high,""
julho_pmcmv_automatizado_continua_15072011_pmcmv__pr___15072011,sub_tabelas_1,high,""
matizado_continua_15072011_pmcmv_automatizado_continua_15072011,sub_tabelas_1,high,""
mbro_2009_relatorio_automatizado_31dez09final_com_base_valor_mc,sub_tabelas_3,high,""
o_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202408_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas,bem_formada,high,""
o_relatorio_executivo_30092012_v3_rel_executivo_resumo_30092012,sub_tabelas_1,high,""
relatorio_executivo_31102014_bases_relatório_executivo_3110201,bem_formada,high,""
relatorio_executivo_31102014_pmcmv_relatório_executivo_3110201,sub_tabelas_1,high,""
storico_recente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02,bem_formada,medium,inconsistência de tipos entre colunas
torio_executivo_18_05_2012_pmcmv_relatorio_executivo_18_05_2012,sub_tabelas_1,high,""
torio_executivo_30092012_v3_bases_relatório_executivo_30092012,bem_formada,high,""
torio_executivo_30092012_v3_pmcmv_relatório_executivo_30092012,sub_tabelas_1,high,""
torio_executivo_31_05_2012_pmcmv_relatorio_executivo_31_05_2012,sub_tabelas_1,high,""
ubro_relatorio_executivo_31102014_rel_executivo_resumo_31102014,sub_tabelas_1,high,""
xa_001_2011_12_dezembro_pmcmv_relatorio_executivo_31122011_base,bem_formada,high,""
xa_001_2012_04_abril_2012_04_18_5a_propostas_recebidas_18042012,bem_formada,high,""
xa_001_2012_04_abril_2012_04_18_5b_empreend_contratado_18042012,bem_formada,high,""
xa_001_2012_04_abril_2012_04_18_5c_base_contratação_pf_180420,bem_formada,high,""
xa_001_2013_12___dezembro_pmcmv_relat_rio_executivo_31122013_v2,sub_tabelas_1,high,""
xa_001_2015_12_dezembro_pmcmv_3_relatório_executivo_31122015v2,sub_tabelas_1,high,""
