"table_name","formacao","confidence","notes"
caixa_001_2009_11_novembro_2009_pmcmv_16_11_2009,sub_tabelas_1,high,""
caixa_001_2009_11_novembro_2009_pmcmv_20_11_2009___caixa,sub_tabelas_1,high,""
caixa_001_2009_11_novembro_2009_pmcmv_30_11_2009___caixa,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_07_12_2009,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_14_12_2009,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_18_12_2009,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_20091207cc_análise,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_24_12_2009_parte1,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_24_12_2009_parte2,cabecalho_na_terceira_linha_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_31_12_2009,sub_tabelas_1,high,""
caixa_001_2009_12_dezembro_2009_pmcmv_31_12_2009_2,sub_tabelas_1,high,""
caixa_001_2009_pmcmv_31_12_2009,sub_tabelas_1,high,""
caixa_001_2010_01__janeiro_2010_pmcmv_26_01_2010,sub_tabelas_1,high,""
caixa_001_2010_02___fevereiro_2010_pmcmv_05_02_2010___caixa,sub_tabelas_1,high,""
caixa_001_2010_02___fevereiro_2010_pmcmv_12_02_2010___caixa,sub_tabelas_1,high,""
caixa_001_2010_02___fevereiro_2010_pmcmv_19_02_10_caixa,sub_tabelas_1,high,""
caixa_001_2010_02___fevereiro_2010_pmcmv_20100219,sub_tabelas_1,high,""
caixa_001_2010_02___fevereiro_2010_pmcmv_20100226,sub_tabelas_1,high,""
caixa_001_2010_03___marco_2010_pmcmv_20100305,sub_tabelas_1,high,""
caixa_001_2010_03___marco_2010_pmcmv_20100312_cc,sub_tabelas_1,high,""
caixa_001_2010_03___marco_2010_pmcmv_20100319_cc,sub_tabelas_1,high,""
caixa_001_2010_04___abril_2010_pmcmv_15_04_2010,sub_tabelas_1,high,""
caixa_001_2010_04___abril_2010_pmcmv_20100430,sub_tabelas_1,high,""
caixa_001_2010_04___abril_2010_pmcmv_23_04_2010,sub_tabelas_1,high,""
caixa_001_2010_05___maio_2010_pmcmv_20100507,sub_tabelas_1,high,""
caixa_001_2010_05___maio_2010_pmcmv_20100521,sub_tabelas_1,high,""
caixa_001_2010_05___maio_2010_pmcmv_20100527,sub_tabelas_1,high,""
caixa_001_2010_06___junho_2010_contratação30062010,bem_formada,high,""
caixa_001_2010_06___junho_2010_pmcmv30062010_1semde2010,sub_tabelas_1,high,""
caixa_001_2010_06___junho_2010_pmcmv_04062010,sub_tabelas_1,high,""
caixa_001_2010_06___junho_2010_pmcmv_11062010,sub_tabelas_1,high,""
caixa_001_2010_07___julho_2010_pmcmv23072010,sub_tabelas_1,high,""
caixa_001_2010_07___julho_2010_pmcmv30062010_1semde2010,sub_tabelas_1,high,""
caixa_001_2010_07___julho_2010_pmcmv30072010,sub_tabelas_1,high,""
caixa_001_2010_07___julho_2010_pmcmv_16_07_2010,sub_tabelas_1,high,""
caixa_001_2010_07___julho_2010_pmcmv_30_07_2010,sub_tabelas_1,high,""
caixa_001_2010_08___agosto_2010_municípios_contratados_1308,sub_tabelas_3,high,""
caixa_001_2010_08___agosto_2010_pmcmv06082010,sub_tabelas_1,high,""
caixa_001_2010_08___agosto_2010_pmcmv13082010,sub_tabelas_1,high,""
caixa_001_2010_08___agosto_2010_pmcmv20082010,sub_tabelas_1,high,""
caixa_001_2010_08___agosto_2010_pmcmv30082010,sub_tabelas_1,high,""
caixa_001_2010_08___agosto_2010_pmcmv_06_08_2010,sub_tabelas_1,high,""
caixa_001_2010_08___agosto_2010_pmcmv_13_08_2010,sub_tabelas_1,high,""
caixa_001_2010_09___setembro_2010_pmcmv06092010,sub_tabelas_1,high,""
caixa_001_2010_09___setembro_2010_pmcmv06092010_desligados,bem_formada,high,""
caixa_001_2010_09___setembro_2010_pmcmv10092010,sub_tabelas_1,high,""
caixa_001_2010_09___setembro_2010_pmcmv21092010,sub_tabelas_1,high,""
caixa_001_2010_09___setembro_2010_pmcmv24092010,sub_tabelas_1,high,""
caixa_001_2010_10___outubro_2010_pmcmv15102010v1,sub_tabelas_1,high,""
caixa_001_2010_10___outubro_2010_pmcmv25102010,sub_tabelas_1,high,""
caixa_001_2010_11___novembro_2010_pmcmv_19112010,sub_tabelas_1,high,""
caixa_001_2010_11___novembro_2010_pmcmv_26112010,sub_tabelas_1,high,""
caixa_001_2010_11___novembro_2010_pmcmv_automatizado03112010,sub_tabelas_1,high,""
caixa_001_2010_12___dezembro_2010_balanco_pmcmv_15122010,sub_tabelas_1,high,""
caixa_001_2010_12___dezembro_2010_balanco_pmcmv_15_12_2010,sub_tabelas_1,high,""
caixa_001_2010_12___dezembro_2010_balanco_pmcmv_20122010,sub_tabelas_1,high,""
caixa_001_2010_12___dezembro_2010_balanco_pmcmv_20_12_2010,sub_tabelas_1,high,""
caixa_001_2010_12___dezembro_2010_pmcmv_pj_07_12_2010,sub_tabelas_1,high,""
caixa_001_2011_03_março_pmcmv_14032011,sub_tabelas_1,high,""
caixa_001_2011_04_abril_pmcmv_14042011,sub_tabelas_1,high,""
caixa_001_2011_05_maio__pmcmv_presidencia_2,sub_tabelas_1,high,""
caixa_001_2011_05_maio_pmcmv_20110531,sub_tabelas_1,high,""
caixa_001_2011_05_maio_pmcmv_2_20110531,sub_tabelas_1,high,""
caixa_001_2011_05_maio_pmcmv_acumulado,sub_tabelas_1,high,""
caixa_001_2011_05_maio_presidencia,sub_tabelas_1,high,""
caixa_001_2011_05_maio_presidencia1__16_05_2011,sub_tabelas_1,high,""
caixa_001_2011_06_junho_pmcmv_20110624,sub_tabelas_1,high,""
caixa_001_2011_06_junho_pmcmv_automatizado_continua_24062011,sub_tabelas_1,high,""
caixa_001_2011_06_junho_presidencia,bem_formada,high,""
caixa_001_2011_07_julho_pmcmv_20110722,sub_tabelas_1,high,""
caixa_001_2011_07_julho_pmcmv_automatizado_continua_04072011,sub_tabelas_1,high,""
caixa_001_2011_07_julho_pmcmv_automatizado_continua_15072011,sub_tabelas_1,high,""
caixa_001_2011_07_julho_pmcmv_automatizado_continua_22072011,sub_tabelas_1,high,""
caixa_001_2011_07_julho_pmcmv_automatizado_novo_01082011,sub_tabelas_1,high,""
caixa_001_2011_07_julho_pmcmv_automatizado_novo_28072011,sub_tabelas_1,high,""
caixa_001_2011_07_julho_presidencia_automatizado_01082011,bem_formada,high,""
caixa_001_2011_07_julho_presidencia_automatizado_28072011,bem_formada,high,""
caixa_001_2011_08_agosto_demanda_mc_far_pmcmv,bem_formada,high,""
caixa_001_2011_08_agosto_pmcmv_20110826,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_acumulado_09_08_2011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_automatizado_continua_09082011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_automatizado_novo_01082011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_automatizado_novo_09082011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_automatizado_novo_15082011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_automatizado_novo_19082011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_automatizado_novo_26082011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_ii_09_08_2011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_ii_15_08_2011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_ii_19_08_2011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_pmcmv_ii_26_08_2011,sub_tabelas_1,high,""
caixa_001_2011_08_agosto_presidencia_automatizado_01082011,bem_formada,high,""
caixa_001_2011_08_agosto_presidencia_automatizado_mcmvii_082011,bem_formada,high,""
caixa_001_2011_09_setembro_pmcmv_automatizado_novo_29092011,sub_tabelas_1,high,""
caixa_001_2011_09_setembro_pmcmv_ii_09092011,sub_tabelas_1,high,""
caixa_001_2011_09_setembro_pmcmv_ii_16092011,sub_tabelas_1,high,""
caixa_001_2011_09_setembro_pmcmv_ii_23092011,sub_tabelas_1,high,""
caixa_001_2011_09_setembro_pmcmv_ii_29092011,sub_tabelas_1,high,""
caixa_001_2011_10_outubro_pmcmv_20111025,sub_tabelas_1,high,""
caixa_001_2011_10_outubro_pmcmv_automatizado_novo_13102011,sub_tabelas_1,high,""
caixa_001_2011_10_outubro_pmcmv_automatizado_novo_20102011,sub_tabelas_1,high,""
caixa_001_2011_11_novembro_relat_rio_executivo_mcid_21_11_11,cabecalho_na_segunda_linha,high,""
caixa_001_2011_11_novembro_relatório_executivo_mcid_21_11_11,cabecalho_na_segunda_linha,high,""
caixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_23012012,sub_tabelas_1,high,""
caixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_27012012,sub_tabelas_1,high,""
caixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012,sub_tabelas_1,high,""
caixa_001_2012_03_marco_pmcmv_relatorio_executivo_09_03_2012,sub_tabelas_1,high,""
caixa_001_2012_03_marco_pmcmv_relatorio_executivo_16_03_2012,sub_tabelas_1,high,""
caixa_001_2012_03_marco_pmcmv_relatorio_executivo_27_03_2012,sub_tabelas_1,high,""
caixa_001_2012_03_marco_pmcmv_relatorio_executivo_31_03_2012,sub_tabelas_1,high,""
caixa_001_2012_04_abril_2012_04_18_5b1_base_empreend_contratado,bem_formada,high,""
caixa_001_2012_04_abril_2012_04_18_5b_empreend_contratado,bem_formada,high,""
caixa_001_2012_04_abril_2012_04_18_5c1__base_contrata__o_pf,bem_formada,high,""
caixa_001_2012_04_abril_2012_04_18_5c_base_contrata__o_pf,bem_formada,high,""
caixa_001_2012_04_abril_2012_04_18_rural_18042012,bem_formada,high,""
caixa_001_2012_04_abril_2012_04_30_ajustada_caixa_5d_base_bext,bem_formada,high,""
caixa_001_2012_04_abril_5b1_base_empreend_contratado,bem_formada,high,""
caixa_001_2012_04_abril_pmcmv_relatorio_executivo_18_04_2012,sub_tabelas_1,high,""
caixa_001_2012_04_abril_pmcmv_relatorio_executivo_24_04_2012,sub_tabelas_1,high,""
caixa_001_2012_04_abril_pmcmv_relatorio_executivo_30_04_2012,sub_tabelas_1,high,""
caixa_001_2012_04_abril_validacao_1604_1804,bem_formada,high,""
caixa_001_2012_05_maio_5b1__base_empreend_contratado,bem_formada,high,""
caixa_001_2012_05_maio_pmcmv_relatorio_executivo_07_05_2012,sub_tabelas_1,high,""
caixa_001_2012_05_maio_pmcmv_relatorio_executivo_14_05_2012,sub_tabelas_1,high,""
caixa_001_2012_05_maio_pmcmv_relatorio_executivo_28_05_2012,sub_tabelas_1,high,""
caixa_001_2012_05_maio_pmcmv_relatorio_executivo_31_05_2012,sub_tabelas_1,high,""
caixa_001_2012_06_junho_pmcmv_relatorio_executivo_30_06_2012,sub_tabelas_1,high,""
caixa_001_2012_06_junho_pmcmv_relatorio_executivo_30_06_2012v2,sub_tabelas_1,high,""
caixa_001_2012_07_julho_bases_relatório_executivo_24_07_12,sub_tabelas_4,medium,""
caixa_001_2012_07_julho_bases_relatório_executivo_31072012_v2,bem_formada,high,""
caixa_001_2012_07_julho_bases_relatório_executivo_31_07_12,bem_formada,high,""
caixa_001_2012_07_julho_pmcmv_relatorio_executivo_11_07_2012,sub_tabelas_1,high,""
caixa_001_2012_07_julho_pmcmv_relatorio_executivo_11_07_2012_bd,sub_tabelas_1,high,""
caixa_001_2012_07_julho_pmcmv_relatorio_executivo_15_07_2012,sub_tabelas_1,high,""
caixa_001_2012_07_julho_pmcmv_relatório_executivo_24_07_12,sub_tabelas_1,high,""
caixa_001_2012_07_julho_pmcmv_relatório_executivo_31072012_v2,sub_tabelas_1,high,""
caixa_001_2012_07_julho_pmcmv_relatório_executivo_31_07_12,sub_tabelas_1,high,""
caixa_001_2012_08_agosto_base_pf_e_pj_06_08_12,bem_formada,high,""
caixa_001_2012_08_agosto_base_pf_e_pj_14_08_12,bem_formada,high,""
caixa_001_2012_08_agosto_base_pf_e_pj_20_08_12,bem_formada,high,""
caixa_001_2012_08_agosto_base_pf_e_pj_24_08_12,bem_formada,high,""
caixa_001_2012_08_agosto_bases_relatório_executivo_31_08_12,bem_formada,high,""
caixa_001_2012_08_agosto_pmcmv_relatório_executivo_06_08_12,sub_tabelas_1,high,""
caixa_001_2012_08_agosto_pmcmv_relatório_executivo_14_08_12,sub_tabelas_1,high,""
caixa_001_2012_08_agosto_pmcmv_relatório_executivo_20_08_12,sub_tabelas_1,high,""
caixa_001_2012_08_agosto_pmcmv_relatório_executivo_24_08_12,sub_tabelas_1,high,""
caixa_001_2012_08_agosto_pmcmv_relatório_executivo_31_08_12,sub_tabelas_1,high,""
caixa_001_2012_09_setembro_bases_relatório_executivo_10_09_12,bem_formada,high,""
caixa_001_2012_09_setembro_bases_relatório_executivo_15_09_12,bem_formada,high,""
caixa_001_2012_09_setembro_bases_relatório_executivo_26092012,bem_formada,high,""
caixa_001_2012_09_setembro_bases_relatório_executivo_30092012,bem_formada,high,""
caixa_001_2012_09_setembro_pmcmv_relatório_executivo_10_09_12,sub_tabelas_1,high,""
caixa_001_2012_09_setembro_pmcmv_relatório_executivo_26092012,sub_tabelas_1,high,""
caixa_001_2012_09_setembro_pmcmv_relatório_executivo_30092012,sub_tabelas_1,high,""
caixa_001_2012_09_setembro_rel_executivo_resumo_15092012,sub_tabelas_1,high,""
caixa_001_2012_09_setembro_rel_executivo_resumo_26092012,sub_tabelas_1,high,""
caixa_001_2012_10_outubro_bases_relatório_executivo_31102012,bem_formada,high,""
caixa_001_2012_10_outubro_pmcmv_relatório_executivo_31102012,sub_tabelas_1,high,""
caixa_001_2012_10_outubro_rel_executivo_resumo_31102012,sub_tabelas_1,high,""
caixa_001_2012_11_novembro_bases_relat_rio_executivo_12112012,bem_formada,high,""
caixa_001_2012_11_novembro_bases_relatório_executivo_28112012,bem_formada,high,""
caixa_001_2012_11_novembro_pmcmv_relat_rio_executivo_12112012,sub_tabelas_1,high,""
caixa_001_2012_11_novembro_pmcmv_relatório_executivo_28112012,sub_tabelas_1,high,""
caixa_001_2012_12_dezembro_bases_relatório_executivo_21122012,bem_formada,high,""
caixa_001_2012_12_dezembro_bases_relatório_executivo_31122012,bem_formada,high,""
caixa_001_2012_12_dezembro_pmcmv_relatório_executivo_21122012,sub_tabelas_1,high,""
caixa_001_2012_12_dezembro_pmcmv_relatório_executivo_31122012,sub_tabelas_1,high,""
caixa_001_2012_12_dezembro_rel_executivo_resumo_21122012,sub_tabelas_1,high,""
caixa_001_2013_01___janeiro_bases_relatório_executivo_31012013,bem_formada,high,""
caixa_001_2013_01___janeiro_pmcmv_relatório_executivo_31012013,sub_tabelas_1,high,""
caixa_001_2013_01___janeiro_rel_executivo_resumo_31012013,sub_tabelas_1,high,""
caixa_001_2013_02___fevereiro_propostas_base_far,bem_formada,high,""
caixa_001_2013_02___fevereiro_rel_executivo_resumo_15022013,sub_tabelas_1,high,""
caixa_001_2013_02___fevereiro_rel_executivo_resumo_15022013_v2,sub_tabelas_1,high,""
caixa_001_2013_02___fevereiro_rel_executivo_resumo_28022013,sub_tabelas_1,high,""
caixa_001_2013_03___março_bases_relat_rio_executivo_28032013,bem_formada,high,""
caixa_001_2013_03___março_bases_relatório_executivo_15032013,bem_formada,high,""
caixa_001_2013_03___março_bases_relatório_executivo_28032013,bem_formada,high,""
caixa_001_2013_03___março_pmcmv_relat_rio_executivo_28032013,sub_tabelas_1,high,""
caixa_001_2013_03___março_pmcmv_relatório_executivo_15032013,sub_tabelas_1,high,""
caixa_001_2013_03___março_pmcmv_relatório_executivo_28032013,sub_tabelas_1,high,""
caixa_001_2013_03___março_rel_executivo_resumo_15032013,sub_tabelas_1,high,""
caixa_001_2013_03___março_rel_executivo_resumo_28032013,sub_tabelas_1,high,""
caixa_001_2013_04___abril_bases_relatório_executivo_30042013,bem_formada,high,""
caixa_001_2013_04___abril_pmcmv_relat_rio_executivo_30042013,sub_tabelas_1,high,""
caixa_001_2013_04___abril_pmcmv_relatório_executivo_30042013,sub_tabelas_1,high,""
caixa_001_2013_04___abril_rel_executivo_resumo_30042013,sub_tabelas_1,high,""
caixa_001_2013_04___abril_rel_executivo_resumo_30042013_v1,sub_tabelas_1,high,""
caixa_001_2013_05___maio_bases_relat_rio_executivo_150513,bem_formada,high,""
caixa_001_2013_05___maio_pmcmv_relat_rio_executivo_150513,sub_tabelas_1,high,""
caixa_001_2013_05___maio_rel_executivo_resumo_150513,sub_tabelas_1,high,""
caixa_001_2013_12___dezembro_bases_relat_rio_executivo,bem_formada,high,""
caixa_001_2013_12___dezembro_rel_executivo_resumo,sub_tabelas_1,high,""
caixa_001_2014_11_novembro_bases_relatório_executivo_15112014,bem_formada,high,""
caixa_001_2014_11_novembro_bases_relatório_executivo_30112014,bem_formada,high,""
caixa_001_2014_11_novembro_pmcmv_relatório_executivo_15112014,sub_tabelas_1,high,""
caixa_001_2014_11_novembro_pmcmv_relatório_executivo_30112014,sub_tabelas_1,high,""
caixa_001_2014_11_novembro_rel_executivo_resumo_15112014,sub_tabelas_1,high,""
caixa_001_2014_11_novembro_rel_executivo_resumo_comerc_30112014,sub_tabelas_1,high,""
caixa_001_2014_12_dezembro_rel_executivo_resumo_31122014,sub_tabelas_1,high,""
caixa_001_2014_rel_executivo_resumo_28022015,sub_tabelas_1,high,""
caixa_001_2014_rel_executivo_resumo_31012015,sub_tabelas_1,high,""
caixa_001_2015_01_janeiro_bases_relatório_executivo_31012015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_01_janeiro_pmcmv_3_relatório_executivo_31012015,sub_tabelas_1,high,""
caixa_001_2015_02_fevereiro_bases_relatório_executivo_28022015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_02_fevereiro_rel_executivo_resumo_28022015,sub_tabelas_1,high,""
caixa_001_2015_03_marco_bases_relatório_executivo_31032015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_03_marco_bases_relatório_executivo_31032015v2,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_03_marco_pmcmv_3_relatório_executivo_31032015,sub_tabelas_1,high,""
caixa_001_2015_03_marco_rel_executivo_resumo_2015_31032015v2,sub_tabelas_1,high,""
caixa_001_2015_03_marco_rel_executivo_resumo_31032015,sub_tabelas_1,high,""
caixa_001_2015_04_abril_bases_relatório_executivo_30042015,bem_formada,high,""
caixa_001_2015_04_abril_bases_relatório_executivo_30042015_v2,bem_formada,high,""
caixa_001_2015_04_abril_pmcmv_3_relatório_executivo_30042015,sub_tabelas_1,high,""
caixa_001_2015_04_abril_rel_executivo_resumo_30042015,sub_tabelas_1,high,""
caixa_001_2015_05_maio_bases_relat_rio_executivo_31052015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_05_maio_pmcmv_3_relat_rio_executivo_31052015,sub_tabelas_1,high,""
caixa_001_2015_05_maio_rel_executivo_resumo_31052015,sub_tabelas_1,high,""
caixa_001_2015_06_junho_bases_relatório_executivo_30062015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_06_junho_bext_30062015,bem_formada,high,""
caixa_001_2015_06_junho_pmcmv_3_relatório_executivo_30062015,sub_tabelas_1,high,""
caixa_001_2015_06_junho_rel_executivo_resumo_30062015,sub_tabelas_1,high,""
caixa_001_2015_07_julho_bases_relatório_executivo_31072015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_07_julho_min_cidades_pf_pf,bem_formada,high,""
caixa_001_2015_07_julho_min_cidades_pj,bem_formada,high,""
caixa_001_2015_07_julho_min_cidades_pj_pf,bem_formada,high,""
caixa_001_2015_07_julho_pmcmv_3_relatório_executivo_31072015,sub_tabelas_1,high,""
caixa_001_2015_07_julho_rel_executivo_resumo_31072015,sub_tabelas_1,high,""
caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_10_outubro_bext_31102015,bem_formada,high,""
caixa_001_2015_10_outubro_pmcmv_3_relatório_executivo31102015,sub_tabelas_1,high,""
caixa_001_2015_10_outubro_pmcmv_3_relatório_executivo_31102015,sub_tabelas_1,high,""
caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_11_novembro_pmcmv_3_relatório_executivo_3011201,sub_tabelas_1,high,""
caixa_001_2015_11_novembro_rel_executivo_resumo_30112015,sub_tabelas_1,high,""
caixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v,cabecalho_na_primeira_linha_1,high,""
caixa_001_2015_12_dezembro_rel_executivo_resumo_31122015v2,sub_tabelas_1,high,""
caixa_001_2015_datas_entregas_pj_mcmv_30062015,cabecalho_composto_1,high,""
caixa_001_2016_02_fevereiro_relatorio_cidades_20160229_v2,bem_formada,high,""
caixa_001_2016_bases_relatório_executivo_30042016,cabecalho_na_primeira_linha_1,high,""
caixa_001_2016_bext_30042016,bem_formada,high,""
caixa_001_2016_bext_31102016,vazia,high,""
caixa_001_2016_grafico_mcmv_31082016,sub_tabelas_3,high,""
caixa_001_2016_pmcmv_3_relatório_executivo_30042016,sub_tabelas_1,high,""
caixa_001_2016_pmcmv_3_relatório_executivo_31122016,sub_tabelas_1,high,""
caixa_001_2016_rel_executivo_resumo_30042016,sub_tabelas_1,high,""
caixa_001_2016_rel_executivo_resumo_31082016,sub_tabelas_1,high,""
caixa_001_2016_rel_executivo_resumo_31122016,sub_tabelas_1,high,""
caixa_001_2017_contratação_por_uf_nov_2017,cabecalho_na_primeira_linha_1,high,""
caixa_001_2017_rel_executivo_resumo_dez17,sub_tabelas_1,high,""
caixa_001_2018_pmcmv_3_relatório_executivo_ago2018,sub_tabelas_1,high,""
caixa_001_2018_rel_executivo_resumo_ago2018,sub_tabelas_1,high,""
caixa_002_2015_07_julho_bext_31072015,bem_formada,high,""
caixa_002_2015_08_agosto_bases_relatório_executivo_12082015,cabecalho_na_primeira_linha_1,high,""
caixa_002_2015_08_agosto_bases_relatório_executivo_31082015,cabecalho_na_primeira_linha_1,high,""
caixa_002_2015_08_agosto_pmcmv_3_relatório_executivo31082015,sub_tabelas_1,high,""
caixa_002_2015_08_agosto_pmcmv_3_relatório_executivo_12082015,sub_tabelas_1,high,""
caixa_002_2015_08_agosto_rel_executivo_resumo_12082015,sub_tabelas_1,high,""
caixa_002_2015_08_agosto_rel_executivo_resumo_31082015,sub_tabelas_1,high,""
caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,cabecalho_na_primeira_linha_1,high,""
caixa_002_2015_12_dezembro_bext_31122015,cabecalho_na_primeira_linha_1,high,""
caixa_002_2015_12_dezembro_pmcmv_3_relatório_executivo_3112201,sub_tabelas_1,high,""
caixa_002_2015_12_dezembro_rel_executivo_resumo_31122015,sub_tabelas_1,high,""
caixa_002_2016_08_agosto_bases_relatório_executivo_31082016,cabecalho_na_primeira_linha_1,high,""
caixa_002_2016_bases_relatório_executivo_31122016,cabecalho_na_primeira_linha_1,high,""
caixa_002_2016_bext_31122016,cabecalho_na_primeira_linha_1,high,""
caixa_002_2017_bases_relat_rio_executivo_abr2017,cabecalho_na_primeira_linha_1,high,""
caixa_002_2017_bases_relat_rio_executivo_ago2017,cabecalho_na_primeira_linha_1,high,""
caixa_002_2017_bases_relat_rio_executivo_fev2017,cabecalho_na_primeira_linha_1,high,""
caixa_002_2017_bases_relatório_executivo_dez17,cabecalho_na_primeira_linha_1,high,""
caixa_002_2017_bext_abr2017,bem_formada,high,""
caixa_002_2017_bext_ago2017,bem_formada,high,""
caixa_002_2017_bext_dez17,bem_formada,high,""
caixa_002_2017_bext_fev2017,bem_formada,high,""
caixa_002_2017_pmcmv_3_relat_rio_executivo_abr2017,sub_tabelas_1,high,""
caixa_002_2017_pmcmv_3_relat_rio_executivo_ago2017,sub_tabelas_1,high,""
caixa_002_2017_pmcmv_3_relat_rio_executivo_fev2017,sub_tabelas_1,high,""
caixa_002_2017_pmcmv_3_relatório_executivo_dez17,sub_tabelas_1,high,""
caixa_002_2017_rel_executivo_resumo_ago2017,sub_tabelas_1,high,""
caixa_002_2017_rel_executivo_resumo_fev2017,sub_tabelas_1,high,""
caixa_002_2018_bases_relat_rio_executivo_abr2018,cabecalho_na_primeira_linha_1,high,""
caixa_002_2018_bases_relat_rio_executivo_abr2018_v2,cabecalho_na_primeira_linha_1,high,""
caixa_002_2018_bases_relat_rio_executivo_jun2018,cabecalho_na_primeira_linha_1,high,""
caixa_002_2018_bases_relat_rio_executivo_mai2018,cabecalho_na_primeira_linha_1,high,""
caixa_002_2018_bases_relat_rio_executivo_mar18,cabecalho_na_primeira_linha_1,high,""
caixa_002_2018_bases_relatório_executivo_ago2018,cabecalho_na_primeira_linha_1,high,""
caixa_002_2018_bext_abr18,bem_formada,high,""
caixa_002_2018_bext_ago18,bem_formada,high,""
caixa_002_2018_bext_jun18,bem_formada,high,""
caixa_002_2018_bext_mai18,bem_formada,high,""
caixa_002_2018_bext_mar18,bem_formada,high,""
caixa_002_2018_novo_relat_rio_executivo,dados_sem_utilidade,high,""
caixa_002_2018_novo_relat_rio_executivo_maio2018,dados_sem_utilidade,high,""
caixa_002_2018_pmcmv_3_relat_rio_executivo_abr2018,sub_tabelas_1,high,""
caixa_002_2018_pmcmv_3_relat_rio_executivo_abr2018_v2,sub_tabelas_1,high,""
caixa_002_2018_pmcmv_3_relat_rio_executivo_jun2018,sub_tabelas_1,high,""
caixa_002_2018_pmcmv_3_relat_rio_executivo_mai2018,sub_tabelas_1,high,""
caixa_002_2018_pmcmv_3_relat_rio_executivo_mar18,sub_tabelas_1,high,""
caixa_002_2018_rel_executivo_resumo_abr2018,sub_tabelas_1,high,""
caixa_002_2018_rel_executivo_resumo_abr2018_v2,sub_tabelas_1,high,""
caixa_002_2018_rel_executivo_resumo_jun2018,sub_tabelas_1,high,""
caixa_002_2018_rel_executivo_resumo_mai2018,sub_tabelas_1,high,""
caixa_002_2018_rel_executivo_resumo_mar2018,sub_tabelas_1,high,""
caixa_003_2017_bases_relat_rio_executivo_31012017,cabecalho_na_primeira_linha_1,high,""
caixa_003_2017_bases_relat_rio_executivo_jul2017,cabecalho_na_primeira_linha_1,high,""
caixa_003_2017_bases_relat_rio_executivo_jun2017,cabecalho_na_primeira_linha_1,high,""
caixa_003_2017_bases_relat_rio_executivo_mai2017,cabecalho_na_primeira_linha_1,high,""
caixa_003_2017_bases_relat_rio_executivo_mar2017,cabecalho_na_primeira_linha_1,high,""
caixa_003_2017_bases_relat_rio_executivo_nov17,cabecalho_na_primeira_linha_1,high,""
caixa_003_2017_bext_jan_2017,bem_formada,high,""
caixa_003_2017_bext_jul2017,bem_formada,high,""
caixa_003_2017_bext_mai2017,bem_formada,high,""
caixa_003_2017_bext_mar2017,bem_formada,high,""
caixa_003_2017_bext_out2017,bem_formada,high,""
caixa_003_2017_pmcmv_3_relat_rio_executivo_31012017,sub_tabelas_1,high,""
caixa_003_2017_pmcmv_3_relat_rio_executivo_jul2017,sub_tabelas_1,high,""
caixa_003_2017_pmcmv_3_relat_rio_executivo_jun2017,sub_tabelas_1,high,""
caixa_003_2017_pmcmv_3_relat_rio_executivo_mai2017,sub_tabelas_1,high,""
caixa_003_2017_pmcmv_3_relat_rio_executivo_mar2017,sub_tabelas_1,high,""
caixa_003_2017_pmcmv_3_relat_rio_executivo_nov17,sub_tabelas_1,high,""
caixa_003_2017_rel_executivo_resumo_31012017,sub_tabelas_1,high,""
caixa_003_2017_rel_executivo_resumo_jul2017,sub_tabelas_1,high,""
