table_name,status,n_rows,n_cols,profile,institution,report_date,missing_pct,encoding_issues,date_parse_errors,type_coercion_warnings,error
bb_2018_2018_07_03_pf_pf,treated,236850,20,colunar_denso,bb,2018-07-01,0.0,,,,
bb_2018_2018_07_03_pj,treated,1960,26,colunar_denso,bb,2018-07-01,0.0,,,,
bb_2018_2018_07_03_pj_pf,treated,436298,18,colunar_denso,bb,2018-07-01,0.0,,,,
bb_2018_2018_07_03_pnhr_04072018,treated,1998,25,colunar_denso,bb,2018-07-01,0.004004004004004004,,,,
bb_2018_2018_08_06_pj,treated,1962,26,colunar_denso,bb,2018-08-01,0.0,,,,
bb_2018_2018_08_06_pj_pf,treated,439992,18,colunar_denso,bb,2018-08-01,0.0,,,,
bb_2018_2018_09_10_pf_pf,treated,242928,20,colunar_denso,bb,2018-09-01,0.0,,,,
bb_2018_2018_09_10_pj,treated,1968,26,colunar_denso,bb,2018-09-01,0.0,,,,
bb_2018_2018_09_10_pj_pf,treated,447388,18,colunar_denso,bb,2018-09-01,0.0,,,,
bb_2018_2018_10_01_pf_pf,treated,244860,20,colunar_denso,bb,2018-10-01,0.0,,,,
bb_2018_2018_10_01_pj,treated,1972,26,colunar_denso,bb,2018-10-01,0.0,,,,
bb_2018_2018_10_01_pj_pf,treated,453934,18,colunar_denso,bb,2018-10-01,0.0,,,,
bb_2018_2018_10_30_pf_pf,treated,247770,20,colunar_denso,bb,2018-10-01,5.0,,,,
bb_2018_2018_10_30_pj,treated,1980,26,colunar_denso,bb,2018-10-01,3.8461538461538463,,,,
bb_2018_2018_10_30_pj_pf,treated,463290,18,colunar_denso,bb,2018-10-01,5.555555555555555,,,,
bb_2019_2019_03_07_pf_pf,treated,256854,20,colunar_denso,bb,2019-03-01,0.0,,,,
bb_2019_2019_03_07_pj_pf,treated,2004,26,colunar_denso,bb,2019-03-01,0.0,,,,
bb_2019_2019_05_07_2019_05_07_pj,treated,2008,25,colunar_denso,bb,2019-05-01,0.6334661354581673,,,,
bb_2019_2019_05_07_pf_pf,treated,261114,19,colunar_denso,bb,2019-05-01,0.0,,,,
bb_2019_2019_05_07_pj_pf,treated,482750,17,colunar_denso,bb,2019-05-01,0.0,,,,
caixa_001_2009_10_outubro_2009_pmcmv_08_10_2009___caixa,treated,23,13,sub_tabelas_3,caixa,2009-10-01,36.78929765886287,,,,
