"source_table","content_hash","file_size","canonical_table","is_duplicate"
caixa_001_2015_06_junho_rel_executivo_resumo_30062015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_07_julho_bases_relatório_executivo_31072015,"67c659f4def3f2e58df9fbc95e3da89e",37978,caixa_001_2015_07_julho_bases_relatório_executivo_31072015,false
caixa_001_2015_07_julho_min_cidades_pf_pf,d61a148d3ea0e45c67840689c302cacd,153170,caixa_001_2015_07_julho_min_cidades_pf_pf,false
caixa_001_2015_07_julho_min_cidades_pj,"3c416520faf746efcccdcdc151e650dd",1992,caixa_001_2015_07_julho_min_cidades_pj,false
caixa_001_2015_07_julho_min_cidades_pj_pf,"9a6151f8d12dceca083ccb9d14e1a47b",213794,caixa_001_2015_07_julho_min_cidades_pj_pf,false
caixa_001_2015_07_julho_pmcmv_3_relatório_executivo_31072015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_07_julho_rel_executivo_resumo_31072015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,"01dd6f7368f6dbd7e61f0011d342e7aa",38636,caixa_001_2015_10_outubro_bases_relatório_executivo_31102015,false
caixa_001_2015_10_outubro_bext_31102015,fff4c1a9517d649f73123b3a10ea04ad,526740,caixa_001_2015_10_outubro_bext_31102015,false
caixa_001_2015_10_outubro_pmcmv_3_relatório_executivo31102015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_10_outubro_pmcmv_3_relatório_executivo_31102015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,"2b93c538a3c7ac818a19d0d1df683b86",38898,caixa_001_2015_11_novembro_bases_relatório_executivo_30112015,false
caixa_001_2015_11_novembro_pmcmv_3_relatório_executivo_3011201,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_11_novembro_rel_executivo_resumo_30112015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v,aa5b44477a667178b4468bf99dec5f4e,39200,aixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v2,true
caixa_001_2015_12_dezembro_rel_executivo_resumo_31122015v2,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_datas_entregas_pj_mcmv_30062015,a09c75697b1c8679f62281766fe2b46a,98964,caixa_001_2015_datas_entregas_pj_mcmv_30062015,false
caixa_001_2016_02_fevereiro_relatorio_cidades_20160229_v2,"6b779460322d9f9ae40c2ca1483d40dd",533706,caixa_001_2016_02_fevereiro_relatorio_cidades_20160229_v2,false
caixa_001_2016_bases_relatório_executivo_30042016,"7cb9e120d5512724fdd9e03812621d3b",40054,caixa_001_2016_bases_relatório_executivo_30042016,false
caixa_001_2016_bext_30042016,"73f3ba3017ee2813080ddd2c045e4e8d",548374,caixa_001_2016_bext_30042016,false
caixa_001_2016_grafico_mcmv_31082016,"5b750e1ea2d0c05818ccb2b8cefc2ab0",16,caixa_001_2016_grafico_mcmv_31082016,false
caixa_001_2016_pmcmv_3_relatório_executivo_30042016,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2016_pmcmv_3_relatório_executivo_31122016,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2016_rel_executivo_resumo_30042016,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2016_rel_executivo_resumo_31082016,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2016_rel_executivo_resumo_31122016,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2017_contratação_por_uf_nov_2017,"4c7f4a76860038711b92b5c95d29d948",226,caixa_001_2017_contratação_por_uf_nov_2017,false
caixa_001_2017_rel_executivo_resumo_dez17,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2018_pmcmv_3_relatório_executivo_ago2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2018_rel_executivo_resumo_ago2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2015_07_julho_bext_31072015,ad7da7b67270db8e8c94de6c817761e8,510334,caixa_002_2015_07_julho_bext_31072015,false
caixa_002_2015_08_agosto_bases_relatório_executivo_12082015,"26f7dc120628b713f6d40922d86546b1",37998,caixa_002_2015_08_agosto_bases_relatório_executivo_12082015,false
caixa_002_2015_08_agosto_bases_relatório_executivo_31082015,"4a2f3ae6f498441d191b6363ab288c2d",38246,caixa_002_2015_08_agosto_bases_relatório_executivo_31082015,false
caixa_002_2015_08_agosto_pmcmv_3_relatório_executivo31082015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2015_08_agosto_pmcmv_3_relatório_executivo_12082015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2015_08_agosto_rel_executivo_resumo_12082015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2015_08_agosto_rel_executivo_resumo_31082015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,"3e9d442726bb0873163740d2551f3a15",39200,caixa_002_2015_12_dezembro_bases_relatório_executivo_31122015,false
caixa_002_2015_12_dezembro_bext_31122015,e0127bfd6a77430e730324b990ea8f02,531576,caixa_002_2015_12_dezembro_bext_31122015,false
caixa_002_2015_12_dezembro_pmcmv_3_relatório_executivo_3112201,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2015_12_dezembro_rel_executivo_resumo_31122015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2016_08_agosto_bases_relatório_executivo_31082016,d4698f86ecd3184208548105abc06b77,42056,caixa_002_2016_08_agosto_bases_relatório_executivo_31082016,false
caixa_002_2016_bases_relatório_executivo_31122016,d59ea6069c32d342a264889d5883cbf0,42672,caixa_002_2016_bases_relatório_executivo_31122016,false
caixa_002_2016_bext_31122016,"0db167c7c6100298dab327c5d5f5a9d2",565558,caixa_002_2016_bext_31122016,false
caixa_002_2017_bases_relat_rio_executivo_abr2017,"4ec7b0d4a79d4fdea0673ddcd5202d91",43344,caixa_002_2017_bases_relat_rio_executivo_abr2017,false
caixa_002_2017_bases_relat_rio_executivo_ago2017,"653883245f9ab46ec82824d955172365",44756,caixa_002_2017_bases_relat_rio_executivo_ago2017,false
caixa_002_2017_bases_relat_rio_executivo_fev2017,a92872a78bb8c47d84a0edeca18dae7d,42862,caixa_002_2017_bases_relat_rio_executivo_fev2017,false
caixa_002_2017_bases_relatório_executivo_dez17,"3505818fecc1952d4a768b6113b81e73",47884,caixa_002_2017_bases_relatório_executivo_dez17,false
caixa_002_2017_bext_abr2017,"97365118826732f0b86f1cb160646513",569426,caixa_002_2017_bext_abr2017,false
caixa_002_2017_bext_ago2017,"50d560e23e07d1bff5065a508d24f66e",578078,caixa_002_2017_bext_ago2017,false
caixa_002_2017_bext_dez17,"8000dae72204675f206a38972686d320",584348,caixa_002_2017_bext_dez17,false
caixa_002_2017_bext_fev2017,"93de52b5ef30275964ae1ee6cb3cdfe0",567468,caixa_002_2017_bext_fev2017,false
caixa_002_2017_pmcmv_3_relat_rio_executivo_abr2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2017_pmcmv_3_relat_rio_executivo_ago2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2017_pmcmv_3_relat_rio_executivo_fev2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2017_pmcmv_3_relatório_executivo_dez17,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2017_rel_executivo_resumo_ago2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2017_rel_executivo_resumo_fev2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_bases_relat_rio_executivo_abr2018,"3cb0e644bd9ab01871a317a07f6615d5",51146,caixa_002_2018_bases_relat_rio_executivo_abr2018,false
caixa_002_2018_bases_relat_rio_executivo_abr2018_v2,"5750289af15190111a5c92f434136426",51146,caixa_002_2018_bases_relat_rio_executivo_abr2018_v2,false
caixa_002_2018_bases_relat_rio_executivo_jun2018,d8eeda9b7a4c0837ab6639c5fe8861a0,51958,caixa_002_2018_bases_relat_rio_executivo_jun2018,false
caixa_002_2018_bases_relat_rio_executivo_mai2018,"4b55d29d8470026efe26db3263a236c2",51546,caixa_002_2018_bases_relat_rio_executivo_mai2018,false
caixa_002_2018_bases_relat_rio_executivo_mar18,"6f0f512eef8e5b74b7edb8798ab42ad7",49154,caixa_002_2018_bases_relat_rio_executivo_mar18,false
caixa_002_2018_bases_relatório_executivo_ago2018,e2ac064236724311ab91bfc804f074bb,52840,caixa_002_2018_bases_relatório_executivo_ago2018,false
caixa_002_2018_bext_abr18,"4d705d9f093be855ac8b7ed5513cf7bd",590228,caixa_002_2018_bext_abr18,false
caixa_002_2018_bext_jun18,"07386869314ebc0122d765360a59b327",594684,caixa_002_2018_bext_jun18,false
caixa_002_2018_bext_mai18,"372fc8cdad86899a0da4be2293fe0004",592670,caixa_002_2018_bext_mai18,false
caixa_002_2018_bext_mar18,"27c510d89e2a0c8c3628aeb62c212bb2",587988,caixa_002_2018_bext_mar18,false
caixa_002_2018_novo_relat_rio_executivo,"325e4050259998b5954bc18b0939105d",34,caixa_002_2018_novo_relat_rio_executivo,false
caixa_002_2018_novo_relat_rio_executivo_maio2018,"325e4050259998b5954bc18b0939105d",34,caixa_002_2018_novo_relat_rio_executivo,true
caixa_002_2018_pmcmv_3_relat_rio_executivo_abr2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_pmcmv_3_relat_rio_executivo_abr2018_v2,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_pmcmv_3_relat_rio_executivo_jun2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_pmcmv_3_relat_rio_executivo_mai2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_pmcmv_3_relat_rio_executivo_mar18,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_rel_executivo_resumo_abr2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_rel_executivo_resumo_abr2018_v2,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_rel_executivo_resumo_jun2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_rel_executivo_resumo_mai2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_002_2018_rel_executivo_resumo_mar2018,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_bases_relat_rio_executivo_31012017,"14baa31726b50d8bccfa8ee54217f412",42820,caixa_003_2017_bases_relat_rio_executivo_31012017,false
caixa_003_2017_bases_relat_rio_executivo_jul2017,"8e474497b117134581cec5f634cb2806",44358,caixa_003_2017_bases_relat_rio_executivo_jul2017,false
caixa_003_2017_bases_relat_rio_executivo_jun2017,a7e5b1bda37880d3dfd4127daa25754b,43742,caixa_003_2017_bases_relat_rio_executivo_jun2017,false
caixa_003_2017_bases_relat_rio_executivo_mai2017,a6ad7f7552f91c17b76a6564d9149870,43690,caixa_003_2017_bases_relat_rio_executivo_mai2017,false
caixa_003_2017_bases_relat_rio_executivo_mar2017,edfc5bf83a07a9dd9933315551d02014,42990,caixa_003_2017_bases_relat_rio_executivo_mar2017,false
caixa_003_2017_bases_relat_rio_executivo_nov17,"4be200e2fb4e066a4d49fffcdad89fbf",47524,caixa_003_2017_bases_relat_rio_executivo_nov17,false
caixa_003_2017_bext_jan_2017,"35fecef045c4dbe97395d10157350b78",567468,caixa_003_2017_bext_jan_2017,false
caixa_003_2017_bext_jul2017,"15bdfdc6efcd163fd89fee1b7dd5fef2",569426,caixa_003_2017_bext_jul2017,false
caixa_003_2017_bext_mai2017,ab418221a01ba9731a2a78e8be280a87,569426,caixa_003_2017_bext_mai2017,false
caixa_003_2017_bext_mar2017,"1bd40aeb9834a4682437c70d634849c1",569426,caixa_003_2017_bext_mar2017,false
caixa_003_2017_bext_out2017,"31e310282034cbfd43a1505514709b4c",583308,caixa_003_2017_bext_out2017,false
caixa_003_2017_pmcmv_3_relat_rio_executivo_31012017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_pmcmv_3_relat_rio_executivo_jul2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_pmcmv_3_relat_rio_executivo_jun2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_pmcmv_3_relat_rio_executivo_mai2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_pmcmv_3_relat_rio_executivo_mar2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_pmcmv_3_relat_rio_executivo_nov17,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_rel_executivo_resumo_31012017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_rel_executivo_resumo_jul2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_rel_executivo_resumo_jun2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_rel_executivo_resumo_mai2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_rel_executivo_resumo_mar2017,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_003_2017_rel_executivo_resumo_nov17,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
ecente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02_correcao,"7211f31e17870d7f5cf50cf30b946807",2576,ecente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02_correcao,false
elatorio_executivo_31102014_bases_relatório_executivo_31102014,"31676723246b6cf8d3f5f68c564794a0",34270,elatorio_executivo_31102014_bases_relatório_executivo_31102014,false
elatorio_executivo_31102014_pmcmv_relatório_executivo_31102014,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
historico_recente_202406_snh_pmcmv_dados_prioritarios_af_bb,d63a27f687f09ca377e694c95070c6e5,2576,historico_recente_202406_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa,"452bbc8476b9bfce03398f2d19b5c638",24392,historico_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa,f3802b65874741612cb12bd940220fb5,24452,historico_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa,"335b92e801bd928fce483ea0bd702a94",24922,historico_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa,f9b381f547c938ebbbcb7f1c25106ddb,25710,historico_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202411_snh_pmcmv_dados_prioritarios_af_bb,f668f2a2b27dbda351dd9a50e41c6182,2576,historico_recente_202411_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa,"04b4206d7fedc9f09b62f2375a83c1bb",25328,historico_recente_202411_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202412_snh_pmcmv_dados_prioritarios_af_bb,f668f2a2b27dbda351dd9a50e41c6182,2576,historico_recente_202411_snh_pmcmv_dados_prioritarios_af_bb,true
historico_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa,fb5c6df005515cafc051e9031cc8fe0c,25668,historico_recente_202412_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_2024_08_snh_pmcmv_dados_prioritarios_af_bb,"7211f31e17870d7f5cf50cf30b946807",2576,ecente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02_correcao,true
historico_recente_2024_09_snh_pmcmv_dados_prioritarios_af_bb,"7211f31e17870d7f5cf50cf30b946807",2576,ecente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02_correcao,true
historico_recente_2024_10_snh_pmcmv_dados_prioritarios_af_bb,"06f080c58a42b539f49f637e3b87f05a",2576,historico_recente_2024_10_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa,"42e2f96d3ca0df0335aa9616390bcb64",25888,historico_recente_202501_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa,"8f58440e3194950e350ebc1e4469c909",26072,historico_recente_202502_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202503_snh_pmcmv_dados_prioritarios_af_bb,"7e601175c872d1f2a1bb96adb5cfd99f",2576,historico_recente_202503_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202503_snh_pmcmv_dados_prioritarios_af_caixa,"178a1107080520ab343852afa8da49e0",26288,historico_recente_202503_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202504_snh_pmcmv_dados_prioritarios_af_bb,"7e601175c872d1f2a1bb96adb5cfd99f",2576,historico_recente_202503_snh_pmcmv_dados_prioritarios_af_bb,true
historico_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa,"5966bd405eebef7f4e07755d7c3186fc",26704,historico_recente_202504_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202505_snh_pmcmv_dados_prioritarios_af_bb,b24431bcdbe8987c7d478bae1bbe531d,2576,historico_recente_202505_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa,a8753b39bba41543d6c9e1e90b996fa7,27308,historico_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202506_snh_pmcmv_dados_prioritarios_af_bb,"063fe931bc1ae2d7d41a36740cb5db0e",2576,historico_recente_202506_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa,"9e48f0b2b1b3c9725055011e2e4efa89",27718,historico_recente_202506_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202507_snh_pmcmv_dados_prioritarios_af_bb,"39cb008949be8f7b3ac4a2e02bc41f89",2576,historico_recente_202507_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa,"610f0154e4cc74ed4119d745ee0b63e2",28038,historico_recente_202507_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202508_snh_pmcmv_dados_prioritarios_af_bb,"815fd55d80eb8bd22c2cdee467079334",2576,historico_recente_202508_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa,"4c1e44af43bbe7dcc33a16597da0909b",28532,historico_recente_202508_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202509_snh_pmcmv_dados_prioritarios_af_bb,e1b0f586063ce9e6c73590a08ee42523,2576,historico_recente_202509_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa,e8eabce6057120ba884382d1e46cfc2c,29042,historico_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202510_snh_pmcmv_dados_prioritarios_af_bb,"6dcb7ff8ec136e99ec328299ddd5705c",2576,historico_recente_202510_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa,"4eb5eaea3ca63393b1d04a28a1dabe50",29624,historico_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202511_snh_pmcmv_dados_prioritarios_af_bb,"6dcb7ff8ec136e99ec328299ddd5705c",2576,historico_recente_202510_snh_pmcmv_dados_prioritarios_af_bb,true
historico_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa,"4bfe772f67e97eda3409a176bc0bedaf",29686,historico_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202512_snh_pmcmv_dados_prioritarios_af_bb,e3108c96320045cb295f1215ae886501,2576,historico_recente_202512_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa,"7354e7b29a6ebeb1aba48e16ce04fd03",29826,historico_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_2025_01_snh_pmcmv_dados_prioritarios_af_bb,"46d21b783040d6bc7fc4e180be99d2fa",2576,historico_recente_2025_01_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_2025_02_snh_pmcmv_dados_prioritarios_af_bb,"46d21b783040d6bc7fc4e180be99d2fa",2576,historico_recente_2025_01_snh_pmcmv_dados_prioritarios_af_bb,true
historico_recente_202601_snh_pmcmv_dados_prioritarios_af_bb,"0b3805c5a2a13b1d1402fc3027ab3fb1",2576,historico_recente_202601_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa,"02d4407bd50084d1d608e30d523229d1",29846,historico_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202602_snh_pmcmv_dados_prioritarios_af_bb,a78631918b2f5f755c22c824e87aa8d7,2576,historico_recente_202602_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa,"5216cc4930ce0e8be971ad7f4c16a62c",29866,historico_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa,false
historico_recente_202603_snh_pmcmv_dados_prioritarios_af_bb,"9bb5052370c533256551b11ba47dc160",2576,historico_recente_202603_snh_pmcmv_dados_prioritarios_af_bb,false
historico_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa,"0df397c009d91df1558b5ac9b85070ba",29906,historico_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa,false
ixa_001_2010_09___setembro_2010_contratação_pf_total___060920,"90b8540401c8793f9fda118c11c025ca",19928,a_001_2010_09___setembro_2010_contratação_pf_total___06092010,true
ixa_001_2011_09_setembro_presidencia_automatizado_mcmvii_082011,"7015c56d4b9bf1585e19ddcc09118a3d",11128,caixa_001_2011_08_agosto_presidencia_automatizado_mcmvii_082011,true
ixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_13012012_base,"24b2c6be1d2279de215192c0eeec7431",8006,ixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_13012012_base,false
ixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base,"9b445a783bb25df30ab7297ffe765c50",8208,ixa_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base,false
ixa_001_2013_02___fevereiro_bases_relatório_executivo_15022013,d4cbe728db8feefa9082a51ba58308b5,21596,aixa_001_2013_02___fevereiro_bases_relatório_executivo_1502201,true
ixa_001_2013_02___fevereiro_bases_relatório_executivo_28022013,"2168ce771f24fef45859f930d1958789",21896,aixa_001_2013_02___fevereiro_bases_relatório_executivo_2802201,true
ixa_001_2013_02___fevereiro_pmcmv_relatório_executivo_15022013,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
ixa_001_2013_02___fevereiro_pmcmv_relatório_executivo_28022013,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
ixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v2,"5f5f0ea65949217a739af66dd8a05c5c",36202,aixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v,true
ixa_001_2015_02_fevereiro_pmcmv_3_relatório_executivo_28022015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
ixa_001_2015_12_dezembro_pmcmv_3_relatório_executivo_31122015v,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
