"source_table","content_hash","file_size","canonical_table","is_duplicate"
caixa_001_2015_03_marco_bases_relatório_executivo_31032015,c6986bd3def5d4d26405180acbe1523a,36884,caixa_001_2015_03_marco_bases_relatório_executivo_31032015,false
caixa_001_2015_03_marco_bases_relatório_executivo_31032015v2,c6986bd3def5d4d26405180acbe1523a,36884,caixa_001_2015_03_marco_bases_relatório_executivo_31032015,true
caixa_001_2015_03_marco_pmcmv_3_relatório_executivo_31032015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_03_marco_rel_executivo_resumo_2015_31032015v2,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_03_marco_rel_executivo_resumo_31032015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_04_abril_bases_relatório_executivo_30042015,"85d9e6897319527730330a0c9886a382",36882,caixa_001_2015_04_abril_bases_relatório_executivo_30042015,false
caixa_001_2015_04_abril_bases_relatório_executivo_30042015_v2,df5ef190575cdd93eb99d686ba9fa4ca,37096,caixa_001_2015_04_abril_bases_relatório_executivo_30042015_v2,false
caixa_001_2015_04_abril_pmcmv_3_relatório_executivo_30042015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_04_abril_rel_executivo_resumo_30042015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_05_maio_bases_relat_rio_executivo_31052015,a06f2098d2dcf6bd742862d60ea77ed0,37332,caixa_001_2015_05_maio_bases_relat_rio_executivo_31052015,false
caixa_001_2015_05_maio_pmcmv_3_relat_rio_executivo_31052015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_05_maio_rel_executivo_resumo_31052015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
caixa_001_2015_06_junho_bases_relatório_executivo_30062015,"5a63af3c36c8a93800345f8838995a26",37604,caixa_001_2015_06_junho_bases_relatório_executivo_30062015,false
caixa_001_2015_06_junho_bext_30062015,"8e614dba70d343117de72b1141f02463",505104,caixa_001_2015_06_junho_bext_30062015,false
caixa_001_2015_06_junho_pmcmv_3_relatório_executivo_30062015,"15b3d393766ac87369e54837bbb8cb58",536,"001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012",true
