key,layer,extension,size_bytes,size_mb,last_modified,year_hint,tags_preditive,score_preditivo
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251024.csv,raw,csv,58145,0.055,2026-07-02T20:21:36.291000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250919.csv,raw,csv,38744,0.037,2026-07-02T20:21:33.262000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251024.csv.parquet,staging,parquet,25661,0.024,2026-07-17T02:17:11.968000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250912.csv,raw,csv,21287,0.02,2026-07-02T20:20:56.240000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251114.csv,raw,csv,21247,0.02,2026-07-02T20:20:56.109000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250919.csv.parquet,staging,parquet,20192,0.019,2026-07-17T02:17:11.780000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251003.csv,raw,csv,19771,0.019,2026-07-02T20:20:54.663000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251107.csv,raw,csv,19243,0.018,2026-07-02T20:20:54.519000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251031.csv,raw,csv,18950,0.018,2026-07-02T20:20:53.962000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250730.xlsx,raw,xlsx,17994,0.017,2026-07-02T20:20:53.721000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250730.xlsx.parquet,staging,parquet,16505,0.016,2026-07-17T02:17:11.555000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250912.csv.parquet,staging,parquet,14575,0.014,2026-07-17T02:17:11.734000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251114.csv.parquet,staging,parquet,14403,0.014,2026-07-17T02:17:12.074000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251003.csv.parquet,staging,parquet,14237,0.014,2026-07-17T02:17:11.850000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251017.csv,raw,csv,14035,0.013,2026-07-02T20:20:53.030000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251107.csv.parquet,staging,parquet,13780,0.013,2026-07-17T02:17:12.039000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251031.csv.parquet,staging,parquet,13610,0.013,2026-07-17T02:17:12.003000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251017.csv.parquet,staging,parquet,11887,0.011,2026-07-17T02:17:11.928000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250926.csv,raw,csv,11615,0.011,2026-07-02T20:20:52.885000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250926.csv.parquet,staging,parquet,11474,0.011,2026-07-17T02:17:11.814000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250905.csv.parquet,staging,parquet,10250,0.01,2026-07-17T02:17:11.698000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250829.csv.parquet,staging,parquet,10172,0.01,2026-07-17T02:17:11.663000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250905.csv,raw,csv,9267,0.009,2026-07-02T20:20:52.611000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250829.csv,raw,csv,9122,0.009,2026-07-02T20:20:52.475000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251010.csv.parquet,staging,parquet,8818,0.008,2026-07-17T02:17:11.885000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250822.csv.parquet,staging,parquet,8714,0.008,2026-07-17T02:17:11.625000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260130.csv.parquet,staging,parquet,8062,0.008,2026-07-17T02:17:12.458000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260123.csv.parquet,staging,parquet,7995,0.008,2026-07-17T02:17:12.424000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260116.csv.parquet,staging,parquet,7901,0.008,2026-07-17T02:17:12.385000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260109.csv.parquet,staging,parquet,7863,0.007,2026-07-17T02:17:12.351000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260327.csv.parquet,staging,parquet,7556,0.007,2026-07-17T02:17:12.777000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv.parquet,staging,parquet,7528,0.007,2026-07-17T02:17:13.048000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv.parquet,staging,parquet,7339,0.007,2026-07-17T02:17:12.845000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251226.csv.parquet,staging,parquet,7322,0.007,2026-07-17T02:17:12.282000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250815.csv.parquet,staging,parquet,7227,0.007,2026-07-17T02:17:11.591000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv.parquet,staging,parquet,7180,0.007,2026-07-17T02:17:12.880000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251121.csv.parquet,staging,parquet,7025,0.007,2026-07-17T02:17:12.114000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv.parquet,staging,parquet,6859,0.007,2026-07-17T02:17:12.914000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv.parquet,staging,parquet,6859,0.007,2026-07-17T02:17:12.947000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260102.csv.parquet,staging,parquet,6851,0.007,2026-07-17T02:17:12.316000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260313.csv.parquet,staging,parquet,6827,0.007,2026-07-17T02:17:12.710000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251205.csv.parquet,staging,parquet,6797,0.006,2026-07-17T02:17:12.181000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv.parquet,staging,parquet,6792,0.006,2026-07-17T02:17:12.810000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv.parquet,staging,parquet,6727,0.006,2026-07-17T02:17:12.980000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260306.csv.parquet,staging,parquet,6717,0.006,2026-07-17T02:17:12.676000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260213.csv.parquet,staging,parquet,6710,0.006,2026-07-17T02:17:12.526000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251128.csv.parquet,staging,parquet,6696,0.006,2026-07-17T02:17:12.147000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv.parquet,staging,parquet,6683,0.006,2026-07-17T02:17:13.186000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv.parquet,staging,parquet,6682,0.006,2026-07-17T02:17:13.116000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251212.csv.parquet,staging,parquet,6616,0.006,2026-07-17T02:17:12.214000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260227.csv.parquet,staging,parquet,6614,0.006,2026-07-17T02:17:12.642000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260206.csv.parquet,staging,parquet,6600,0.006,2026-07-17T02:17:12.492000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260220.csv.parquet,staging,parquet,6594,0.006,2026-07-17T02:17:12.606000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260320.csv.parquet,staging,parquet,6542,0.006,2026-07-17T02:17:12.743000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251219.csv.parquet,staging,parquet,6477,0.006,2026-07-17T02:17:12.248000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv.parquet,staging,parquet,6465,0.006,2026-07-17T02:17:13.150000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv.parquet,staging,parquet,6435,0.006,2026-07-17T02:17:13.013000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
staging/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv.parquet,staging,parquet,6334,0.006,2026-07-17T02:17:13.082000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251010.csv,raw,csv,5891,0.006,2026-07-02T20:20:37.222000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250822.csv,raw,csv,5185,0.005,2026-07-02T20:20:34.927000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260130.csv,raw,csv,3659,0.003,2026-07-02T20:20:26.865000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260123.csv,raw,csv,3520,0.003,2026-07-02T20:20:26.581000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260116.csv,raw,csv,3372,0.003,2026-07-02T20:20:26.163000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260109.csv,raw,csv,3226,0.003,2026-07-02T20:20:26.029000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260327.csv,raw,csv,2844,0.003,2026-07-02T20:20:25.886000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260529.csv,raw,csv,2758,0.003,2026-07-02T20:20:25.601000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260410.csv,raw,csv,2502,0.002,2026-07-02T20:20:25.465000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260417.csv,raw,csv,2158,0.002,2026-07-02T20:20:25.321000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20250815.csv,raw,csv,1976,0.002,2026-07-02T20:20:23.810000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251226.csv,raw,csv,1929,0.002,2026-07-02T20:20:25.184000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251121.csv,raw,csv,1622,0.002,2026-07-02T20:20:25.048000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260515.csv,raw,csv,1439,0.001,2026-07-02T20:20:24.756000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260313.csv,raw,csv,1380,0.001,2026-07-02T20:20:24.616000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260717.csv,raw,csv,1193,0.001,2026-07-17T19:35:10.864000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260505.csv,raw,csv,1192,0.001,2026-07-02T20:20:24.478000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260508.csv,raw,csv,1192,0.001,2026-07-02T20:20:24.338000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260403.csv,raw,csv,1180,0.001,2026-07-02T20:20:24.194000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260306.csv,raw,csv,1056,0.001,2026-07-02T20:20:24.048000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260710.csv,raw,csv,1053,0.001,2026-07-17T19:35:09.648000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260102.csv,raw,csv,1049,0.001,2026-07-02T20:20:23.913000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260703.csv,raw,csv,913,0.001,2026-07-04T15:47:06.343000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251205.csv,raw,csv,907,0.001,2026-07-02T20:20:23.670000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260213.csv,raw,csv,895,0.001,2026-07-02T20:20:23.526000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260227.csv,raw,csv,867,0.001,2026-07-02T20:20:23.387000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251128.csv,raw,csv,763,0.001,2026-07-02T20:20:23.248000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260320.csv,raw,csv,757,0.001,2026-07-02T20:20:23.130000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260612.csv,raw,csv,751,0.001,2026-07-02T20:20:22.967000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251212.csv,raw,csv,622,0.001,2026-07-02T20:20:22.550000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260206.csv,raw,csv,605,0.001,2026-07-02T20:20:22.413000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260220.csv,raw,csv,598,0.001,2026-07-02T20:20:22.271000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260731.csv,raw,csv,596,0.001,2026-08-03T17:03:26.565000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260522.csv,raw,csv,593,0.001,2026-07-02T20:20:22.132000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260619.csv,raw,csv,593,0.001,2026-07-02T20:20:21.998000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20251219.csv,raw,csv,454,0.0,2026-07-02T20:20:21.647000+00:00,2025.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260724.csv,raw,csv,454,0.0,2026-08-03T17:03:25.733000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/Dados_Prioritarios_Contratacoes_MCMV_FAR_FDS_RURAL_Semanal_20260605.csv,raw,csv,309,0.0,2026-07-02T20:20:21.404000+00:00,2026.0,"contratacao_uh,far,fds_entidades,rural_fnhis,prioritarios_snh",9
raw/fgts_canal_tdom_cci_cca_entidades.csv,raw,csv,708822,0.676,2026-08-03T17:48:08.911000+00:00,,"responsavel,fds_entidades,fgts_sbpe",5
raw/fgts_canal_tdom_ao_1_entidades.csv,raw,csv,707902,0.675,2026-08-03T17:48:12.662000+00:00,,"responsavel,fds_entidades,fgts_sbpe",5
staging/fgts_canal_tdom_cci_cca_entidades.csv.parquet,staging,parquet,277497,0.265,2026-08-10T19:56:07.544000+00:00,,"responsavel,fds_entidades,fgts_sbpe",5
staging/fgts_canal_tdom_ao_1_entidades.csv.parquet,staging,parquet,276709,0.264,2026-08-10T19:56:06.088000+00:00,,"responsavel,fds_entidades,fgts_sbpe",5
raw/dados_historicos/bb_2013_06_junho_pmcmv_18062013_tab_contratos_pf_fgts.csv,raw,csv,4985352,4.754,2026-07-13T23:42:46.414000+00:00,2013.0,"contratacao_uh,responsavel,fgts_sbpe",4
raw/dados_prioritarios_recebidos_caixa_entregas.csv,raw,csv,1363236,1.3,2026-08-03T18:02:55.074000+00:00,,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202408_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,1031583,0.984,2026-07-14T01:59:27.311000+00:00,2024.0,"entrega_uh,responsavel,prioritarios_snh",4
staging/dados_historicos/bb_2013_06_junho_pmcmv_18062013_tab_contratos_pf_fgts.csv.parquet,staging,parquet,1022513,0.975,2026-07-17T02:50:54.942000+00:00,2013.0,"contratacao_uh,responsavel,fgts_sbpe",4
raw/dados_historicos/o_recente_202603_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,928919,0.886,2026-07-14T01:59:59.090000+00:00,2026.0,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202602_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,926667,0.884,2026-07-14T01:59:57.275000+00:00,2026.0,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202601_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,926109,0.883,2026-07-14T01:59:55.434000+00:00,2026.0,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202512_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,922175,0.879,2026-07-14T01:59:53.690000+00:00,2025.0,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202511_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,919689,0.877,2026-07-14T01:59:52.078000+00:00,2025.0,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202510_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,916669,0.874,2026-07-14T01:59:50.467000+00:00,2025.0,"entrega_uh,responsavel,prioritarios_snh",4
raw/dados_historicos/o_recente_202509_snh_pmcmv_dados_prioritarios_af_caixa_entregas.csv,raw,csv,915613,0.873,2026-07-14T01:59:48.715000+00:00,2025.0,"entrega_uh,responsavel,prioritarios_snh",4
