key,layer,extension,size_bytes,size_mb,last_modified,year_hint,tags_preditive,score_preditivo
staging/dados_historicos/historico_recente_202410_snh_pmcmv_dados_prioritarios_af_caixa.parquet,staging,parquet,893556,0.852,2026-07-17T05:36:44.993000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/dados_historicos/historico_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa.csv.parquet,staging,parquet,815071,0.777,2026-07-17T02:53:49.770000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/dados_historicos/historico_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa.csv.parquet,staging,parquet,812356,0.775,2026-07-17T02:53:49.551000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/dados_historicos/historico_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa.csv.parquet,staging,parquet,811254,0.774,2026-07-17T02:53:49.339000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/int_empreendimentos_int_059_fds_caixa_pj.csv,raw,csv,735914,0.702,2026-08-03T17:47:28.359000+00:00,,"responsavel,fds_entidades",3
staging/dados_historicos/historico_recente_202409_snh_pmcmv_dados_prioritarios_af_caixa.parquet,staging,parquet,733150,0.699,2026-07-17T05:36:44.489000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/dados_historicos/historico_recente_202407_snh_pmcmv_dados_prioritarios_af_caixa.parquet,staging,parquet,732913,0.699,2026-07-17T05:36:44.083000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/dados_historicos/historico_recente_202406_snh_pmcmv_dados_prioritarios_af_caixa.parquet,staging,parquet,731159,0.697,2026-07-17T05:36:43.679000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240328.TXT.parquet,staging,parquet,720192,0.687,2026-07-17T02:30:12.194000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240229.TXT.parquet,staging,parquet,719409,0.686,2026-07-17T02:30:12.045000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240131.TXT.parquet,staging,parquet,719178,0.686,2026-07-17T02:30:11.886000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220729.TXT.parquet,staging,parquet,718711,0.685,2026-07-17T02:30:09.261000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20231130.TXT.parquet,staging,parquet,718222,0.685,2026-07-17T02:30:11.622000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220630.TXT.parquet,staging,parquet,717774,0.685,2026-07-17T02:30:09.109000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20231031.TXT.parquet,staging,parquet,717083,0.684,2026-07-17T02:30:11.467000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230630.TXT.parquet,staging,parquet,714892,0.682,2026-07-17T02:30:11.132000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230731.TXT.parquet,staging,parquet,714726,0.682,2026-07-17T02:30:11.306000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230531.TXT.parquet,staging,parquet,714349,0.681,2026-07-17T02:30:10.957000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220531.TXT.parquet,staging,parquet,714213,0.681,2026-07-17T02:30:08.955000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230428.TXT.parquet,staging,parquet,714060,0.681,2026-07-17T02:30:10.795000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230331.TXT.parquet,staging,parquet,713239,0.68,2026-07-17T02:30:10.638000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220429.TXT.parquet,staging,parquet,712335,0.679,2026-07-17T02:30:08.799000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230228.TXT.parquet,staging,parquet,711949,0.679,2026-07-17T02:30:10.475000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20230131.TXT.parquet,staging,parquet,711616,0.679,2026-07-17T02:30:10.306000+00:00,2023.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20211230.TXT.parquet,staging,parquet,710720,0.678,2026-07-17T02:30:08.185000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20221130.TXT.parquet,staging,parquet,710596,0.678,2026-07-17T02:30:10.004000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20221229.TXT.parquet,staging,parquet,710550,0.678,2026-07-17T02:30:10.149000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20221031.TXT.parquet,staging,parquet,710382,0.677,2026-07-17T02:30:09.858000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210831.TXT.parquet,staging,parquet,709996,0.677,2026-07-17T02:30:07.529000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20211130.TXT.parquet,staging,parquet,709947,0.677,2026-07-17T02:30:08.032000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220930_0000.TXT.parquet,staging,parquet,709566,0.677,2026-07-17T02:30:09.710000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220930.TXT.parquet,staging,parquet,709257,0.676,2026-07-17T02:30:09.563000+00:00,2022.0,"responsavel,far",3
staging/202410_SNH_PMCMV_DADOS_PRIORITARIOS_AF_CAIXA.csv.parquet,staging,parquet,709200,0.676,2026-07-17T01:19:10.054000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220831.TXT.parquet,staging,parquet,707064,0.674,2026-07-17T02:30:09.412000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20241031.TXT.parquet,staging,parquet,706854,0.674,2026-07-17T02:30:13.139000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240731.TXT.parquet,staging,parquet,705945,0.673,2026-07-17T02:30:12.825000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240628.TXT.parquet,staging,parquet,705853,0.673,2026-07-17T02:30:12.668000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210630.TXT.parquet,staging,parquet,705472,0.673,2026-07-17T02:30:07.179000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240531.TXT.parquet,staging,parquet,705454,0.673,2026-07-17T02:30:12.510000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240430.TXT.parquet,staging,parquet,705040,0.672,2026-07-17T02:30:12.352000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210930.TXT.parquet,staging,parquet,703627,0.671,2026-07-17T02:30:07.732000+00:00,2021.0,"responsavel,far",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20260630.TXT,raw,txt,699966,0.668,2026-07-02T20:36:54.473000+00:00,2026.0,"responsavel,fds_entidades",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220331.TXT.parquet,staging,parquet,699804,0.667,2026-07-17T02:30:08.631000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220131.TXT.parquet,staging,parquet,698882,0.667,2026-07-17T02:30:08.325000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20220225.TXT.parquet,staging,parquet,698699,0.666,2026-07-17T02:30:08.479000+00:00,2022.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200529.txt.parquet,staging,parquet,697930,0.666,2026-07-17T02:30:04.526000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20211029.TXT.parquet,staging,parquet,697407,0.665,2026-07-17T02:30:07.882000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200529.TXT.parquet,staging,parquet,697260,0.665,2026-07-17T02:30:04.357000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200930_V2.TXT.parquet,staging,parquet,696331,0.664,2026-07-17T02:30:05.634000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210730.txt.parquet,staging,parquet,696314,0.664,2026-07-17T02:30:07.384000+00:00,2021.0,"responsavel,far",3
staging/int_empreendimentos_int_040_far_caixa_pj.csv.parquet,staging,parquet,689547,0.658,2026-08-10T19:56:53.427000+00:00,,"responsavel,far",3
staging/int_empreendimentos_int040_far_caixa_pj.csv.parquet,staging,parquet,689530,0.658,2026-08-10T19:56:52.096000+00:00,,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20241129.TXT.parquet,staging,parquet,687933,0.656,2026-07-17T02:30:13.295000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20240830.TXT.parquet,staging,parquet,687332,0.655,2026-07-17T02:30:12.988000+00:00,2024.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210531.TXT.parquet,staging,parquet,685745,0.654,2026-07-17T02:30:06.993000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210129.TXT.parquet,staging,parquet,685006,0.653,2026-07-17T02:30:06.298000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210430.TXT.parquet,staging,parquet,684902,0.653,2026-07-17T02:30:06.851000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210331.TXT.parquet,staging,parquet,684385,0.653,2026-07-17T02:30:06.687000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20201130.TXT.parquet,staging,parquet,684320,0.653,2026-07-17T02:30:05.954000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20210226.TXT.parquet,staging,parquet,683774,0.652,2026-07-17T02:30:06.527000+00:00,2021.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20201231.TXT.parquet,staging,parquet,682978,0.651,2026-07-17T02:30:06.131000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20201030.TXT.parquet,staging,parquet,682152,0.651,2026-07-17T02:30:05.786000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200430.TXT.parquet,staging,parquet,680341,0.649,2026-07-17T02:30:04.187000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200331.TXT.parquet,staging,parquet,680197,0.649,2026-07-17T02:30:04.035000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200131.TXT.parquet,staging,parquet,679490,0.648,2026-07-17T02:30:03.721000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200228.TXT.parquet,staging,parquet,679091,0.648,2026-07-17T02:30:03.886000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20191230.TXT.parquet,staging,parquet,676036,0.645,2026-07-17T02:30:03.557000+00:00,2019.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200831.TXT.parquet,staging,parquet,667826,0.637,2026-07-17T02:30:05.475000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200731.TXT.parquet,staging,parquet,667116,0.636,2026-07-17T02:30:05.325000+00:00,2020.0,"responsavel,far",3
staging/INT040_MinisterioCidades_FAR_CAIXA_EMPREENDIMENTOS_20200630.TXT.parquet,staging,parquet,666411,0.636,2026-07-17T02:30:05.175000+00:00,2020.0,"responsavel,far",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20251230.TXT,raw,txt,649279,0.619,2026-07-02T20:36:48.892000+00:00,2025.0,"responsavel,fds_entidades",3
raw/int_empreendimentos_int059_fds_caixa_pj.csv,raw,csv,638668,0.609,2026-08-03T17:47:41.863000+00:00,,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20251031.TXT,raw,txt,631673,0.602,2026-07-02T20:36:16.956000+00:00,2025.0,"responsavel,fds_entidades",3
staging/novo_mcmv_fds_financeiro_mensal.csv.parquet,staging,parquet,629514,0.6,2026-08-10T19:53:25.844000+00:00,,"financeiro_desembolso,fds_entidades",3
staging/202407_SNH_PMCMV_DADOS_PRIORITARIOS_AF_CAIXA.csv.parquet,staging,parquet,628698,0.6,2026-07-17T01:19:09.164000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/202408_SNH_PMCMV_DADOS_PRIORITARIOS_AF_CAIXA.csv.parquet,staging,parquet,628698,0.6,2026-07-17T01:19:09.445000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/202409_SNH_PMCMV_DADOS_PRIORITARIOS_AF_CAIXA.csv.parquet,staging,parquet,628190,0.599,2026-07-17T01:19:09.731000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/202406_SNH_PMCMV_DADOS_PRIORITARIOS_AF_CAIXA.csv.parquet,staging,parquet,626442,0.597,2026-07-17T01:19:08.850000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202510_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615497,0.587,2026-07-14T01:56:34.189000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202511_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615497,0.587,2026-07-14T01:56:54.357000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202509_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615431,0.587,2026-07-14T01:56:15.278000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202512_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615417,0.587,2026-07-14T01:57:09.537000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202508_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615327,0.587,2026-07-14T01:55:57.300000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202507_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615239,0.587,2026-07-14T01:55:40.253000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202603_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615207,0.587,2026-07-14T01:58:02.590000+00:00,2026.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202506_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,615061,0.587,2026-07-14T01:55:26.421000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202504_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,614927,0.586,2026-07-14T01:54:56.513000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202503_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,614907,0.586,2026-07-14T01:54:43.529000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202505_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,614859,0.586,2026-07-14T01:55:11.239000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202602_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,614787,0.586,2026-07-14T01:57:46.227000+00:00,2026.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202601_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,614715,0.586,2026-07-14T01:57:26.718000+00:00,2026.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_2025_02_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,605214,0.577,2026-07-14T01:57:25.350000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_2025_01_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,605184,0.577,2026-07-14T01:57:23.931000+00:00,2025.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202411_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,603794,0.576,2026-07-14T01:53:40.667000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202412_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,603778,0.576,2026-07-14T01:53:56.710000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/storico_recente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02.csv,raw,csv,587617,0.56,2026-07-14T02:00:21.116000+00:00,2024.0,"responsavel,prioritarios_snh",3
staging/dados_historicos/018_int040_ministeriocidades_far_caixa_empreendimentos_20181001.csv.parquet,staging,parquet,585173,0.558,2026-07-17T02:50:44.960000+00:00,2018.0,"responsavel,far",3
raw/dados_historicos/historico_recente_2024_10_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,582831,0.556,2026-07-14T01:54:13.841000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_2024_09_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,582589,0.556,2026-07-14T01:54:12.469000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_2024_08_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,582339,0.555,2026-07-14T01:54:11.134000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/ecente_2024_07_snh_pmcmv_dados_prioritarios_af_bb_vs02_correcao.csv,raw,csv,582253,0.555,2026-07-14T01:52:42.571000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/dados_historicos/historico_recente_202406_snh_pmcmv_dados_prioritarios_af_bb.csv,raw,csv,579171,0.552,2026-07-14T01:53:01.757000+00:00,2024.0,"responsavel,prioritarios_snh",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250829.TXT,raw,txt,562523,0.536,2026-07-02T20:30:02.391000+00:00,2025.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250731.TXT,raw,txt,551980,0.526,2026-07-02T20:29:55.496000+00:00,2025.0,"responsavel,fds_entidades",3
staging/dados_historicos/018_int040_ministeriocidades_far_caixa_empreendimentos_20181001.parquet,staging,parquet,546885,0.522,2026-07-17T05:13:03.203000+00:00,2018.0,"responsavel,far",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250630.TXT,raw,txt,533098,0.508,2026-07-02T20:29:50.290000+00:00,2025.0,"responsavel,fds_entidades",3
raw/dados_historicos/caixa_001_2011_08_agosto_demanda_mc_far_pmcmv.csv,raw,csv,494430,0.472,2026-07-14T00:24:33.460000+00:00,2011.0,"responsavel,far",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250530.TXT,raw,txt,489384,0.467,2026-07-02T20:26:58.955000+00:00,2025.0,"responsavel,fds_entidades",3
raw/novo_mcmv_rural_obra_mensal.csv,raw,csv,489187,0.467,2026-08-03T17:44:34.963000+00:00,,"execucao_fisica,rural_fnhis",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250430.TXT,raw,txt,471866,0.45,2026-07-02T20:26:40.349000+00:00,2025.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20210930.TXT,raw,txt,457668,0.436,2026-07-02T20:22:05.301000+00:00,2021.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20200529.txt,raw,txt,457394,0.436,2026-07-02T20:22:05.506000+00:00,2020.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250331.TXT,raw,txt,431273,0.411,2026-07-02T20:24:33.105000+00:00,2025.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250228.TXT,raw,txt,417665,0.398,2026-07-02T20:24:09.263000+00:00,2025.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20250131.TXT,raw,txt,396910,0.379,2026-07-02T20:23:53.126000+00:00,2025.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20241230.TXT,raw,txt,396057,0.378,2026-07-02T20:23:52.980000+00:00,2024.0,"responsavel,fds_entidades",3
raw/dados_prioritarios_recebidos_bb_empreendimentos.csv,raw,csv,395372,0.377,2026-08-03T18:03:08.535000+00:00,,"responsavel,prioritarios_snh",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20200430.TXT,raw,txt,393974,0.376,2026-07-02T20:22:02.903000+00:00,2020.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20200331.TXT,raw,txt,393898,0.376,2026-07-02T20:22:03+00:00,2020.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20241129.TXT,raw,txt,390713,0.373,2026-07-02T20:23:49.974000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240531.TXT,raw,txt,390672,0.373,2026-07-02T20:22:03.109000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240430.TXT,raw,txt,390148,0.372,2026-07-02T20:22:02.098000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20241031.TXT,raw,txt,389894,0.372,2026-07-02T20:21:50.468000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240930.TXT,raw,txt,389768,0.372,2026-07-02T20:21:50.284000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240830.TXT,raw,txt,389766,0.372,2026-07-02T20:21:50.569000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240328.TXT,raw,txt,389379,0.371,2026-07-02T20:22:01.995000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240731.TXT,raw,txt,388951,0.371,2026-07-02T20:21:49.469000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240628.TXT,raw,txt,388651,0.371,2026-07-02T20:21:49.370000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20200529.TXT,raw,txt,388138,0.37,2026-07-02T20:22:05.407000+00:00,2020.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20231130.TXT,raw,txt,388103,0.37,2026-07-03T08:30:05.456000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20231031.TXT,raw,txt,388098,0.37,2026-07-03T08:20:56.297000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230630.TXT,raw,txt,388052,0.37,2026-07-02T20:21:52.777000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20240229.TXT,raw,txt,388041,0.37,2026-07-02T20:23:49.826000+00:00,2024.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230731.TXT,raw,txt,388000,0.37,2026-07-02T20:21:59.292000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230531.TXT,raw,txt,387982,0.37,2026-07-02T20:21:52.579000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230428.TXT,raw,txt,387934,0.37,2026-07-02T20:21:54.618000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230228.TXT,raw,txt,387848,0.37,2026-07-02T20:21:54.990000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230131.TXT,raw,txt,387765,0.37,2026-07-02T20:22:01.892000+00:00,2023.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20221229.TXT,raw,txt,387751,0.37,2026-07-02T20:21:52.974000+00:00,2022.0,"responsavel,fds_entidades",3
raw/INT059_MinisterioCidades_FDS_CAIXA_EMPREENDIMENTOS_20230331.TXT,raw,txt,387742,0.37,2026-07-02T20:21:52.673000+00:00,2023.0,"responsavel,fds_entidades",3
