sharepoint_nome,sharepoint_origem,sharepoint_caminho,sharepoint_extensao,sharepoint_categoria,sharepoint_frente_primaria,sharepoint_fonte_inferida,sharepoint_periodo_inferido,minio_match_type,minio_match_count,minio_match_examples
OneDrive_1_18-08-2026.zip,,OneDrive_1_18-08-2026.zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
2023_05_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-05-Maio/2023_05_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-05,nao_encontrado_no_minio_consultado,0,
2023_06_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-06-Junho/2023_06_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-06,nao_encontrado_no_minio_consultado,0,
2023_07_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-07-Julho/2023_07_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-07,nao_encontrado_no_minio_consultado,0,
2023_08_mcmv_fgts_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-08-Agosto/2023_08_mcmv_fgts_dados.zip,.zip,arquivo_compactado,fgts_financiado,fgts;casa_civil,2023-08,nao_encontrado_no_minio_consultado,0,
2023_08_mcmv_fgts_entregas_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-08-Agosto/2023_08_mcmv_fgts_entregas_dados.zip,.zip,arquivo_compactado,fgts_entregas,fgts;entregas;casa_civil,2023-08,nao_encontrado_no_minio_consultado,0,
2023_08_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-08-Agosto/2023_08_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-08,nao_encontrado_no_minio_consultado,0,
2023_09_mcmv_fgts_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-09-Setembro/2023_09_mcmv_fgts_dados.zip,.zip,arquivo_compactado,fgts_financiado,fgts;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_09_mcmv_fgts_entregas_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-09-Setembro/2023_09_mcmv_fgts_entregas_dados.zip,.zip,arquivo_compactado,fgts_entregas,fgts;entregas;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_09_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-09-Setembro/2023_09_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_10_mcmv_fgts_dados.txt,,OneDrive_2026-08-19/Casa civil/2023-10-Outubro/2023_10_mcmv_fgts_dados.txt,.txt,dado_tabular_ou_serializado,fgts_financiado,fgts;casa_civil,2023-10,nao_encontrado_no_minio_consultado,0,
2023_10_mcmv_ogu_dados.txt,,OneDrive_2026-08-19/Casa civil/2023-10-Outubro/2023_10_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-10,nao_encontrado_no_minio_consultado,0,
2023_11_mcmv_fgts_dados.txt,,OneDrive_2026-08-19/Casa civil/2023-11-Novembro/2023_11_mcmv_fgts_dados.txt,.txt,dado_tabular_ou_serializado,fgts_financiado,fgts;casa_civil,2023-11,nao_encontrado_no_minio_consultado,0,
2023_11_mcmv_ogu_dados.txt,,OneDrive_2026-08-19/Casa civil/2023-11-Novembro/2023_11_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-11,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_FGTS_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_FGTS_dados.zip,.zip,arquivo_compactado,fgts_financiado,fgts;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_dados_v2.zip,,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados_v2.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_dados_v3.zip,,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados_v3.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_dados_v4.zip,,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados_v4.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_v5.zip,,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_v5.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
base_fgts_2024_01.xlsx,,OneDrive_2026-08-19/Casa civil/2024 - 01_Janeiro/base_fgts_2024_01.xlsx,.xlsx,dado_tabular_ou_serializado,fgts_financiado,fgts;casa_civil,2024-01,nao_encontrado_no_minio_consultado,0,
base_ogu_2024_01.xlsx,,OneDrive_2026-08-19/Casa civil/2024 - 01_Janeiro/base_ogu_2024_01.xlsx,.xlsx,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2024-01,nao_encontrado_no_minio_consultado,0,
2024_08_mcmv_fgts_dados.zip,,OneDrive_2026-08-19/Casa civil/2024-08_Agosto/2024_08_mcmv_fgts_dados.zip,.zip,arquivo_compactado,fgts_financiado,fgts;casa_civil,2024-08,nao_encontrado_no_minio_consultado,0,
2024_08_mcmv_fgts_entregas_dados.zip,,OneDrive_2026-08-19/Casa civil/2024-08_Agosto/2024_08_mcmv_fgts_entregas_dados.zip,.zip,arquivo_compactado,fgts_entregas,fgts;entregas;casa_civil,2024-08,nao_encontrado_no_minio_consultado,0,
2024_08_mcmv_ogu_dados.zip,,OneDrive_2026-08-19/Casa civil/2024-08_Agosto/2024_08_mcmv_ogu_dados.zip,.zip,arquivo_compactado,ogu_subsidiado,ogu;casa_civil,2024-08,nao_encontrado_no_minio_consultado,0,
2023_09_27_mcmv_fgts_entregas_metadado.xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/2023_09_27_mcmv_fgts_entregas_metadado.xlsx,.xlsx,dado_tabular_ou_serializado,fgts_entregas,fgts;entregas;metadados;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
20240902_OGU_Contratacao_Casa_Civil_Metadados_v1.6 (1).xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/20240902_OGU_Contratacao_Casa_Civil_Metadados_v1.6 (1).xlsx,.xlsx,dado_tabular_ou_serializado,ogu_subsidiado,ogu;metadados;casa_civil,2024-09,nao_encontrado_no_minio_consultado,0,
20240918_FGTS_Contratacao_Casa_Civil_Metadados_v1.4 (1).xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/20240918_FGTS_Contratacao_Casa_Civil_Metadados_v1.4 (1).xlsx,.xlsx,dado_tabular_ou_serializado,fgts_financiado,fgts;metadados;casa_civil,2024-09,nao_encontrado_no_minio_consultado,0,
2024_09_18_mcmv_fgts_entregas_metadado.xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/2024_09_18_mcmv_fgts_entregas_metadado.xlsx,.xlsx,dado_tabular_ou_serializado,fgts_entregas,fgts;entregas;metadados;casa_civil,2024-09,nao_encontrado_no_minio_consultado,0,
2024_09_18_mcmv_fgts_metadado.xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/2024_09_18_mcmv_fgts_metadado.xlsx,.xlsx,dado_tabular_ou_serializado,fgts_financiado,fgts;metadados;casa_civil,2024-09,nao_encontrado_no_minio_consultado,0,
2023_09_27_mcmv_fgts_metadado.xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/antigos/2023_09_27_mcmv_fgts_metadado.xlsx,.xlsx,dado_tabular_ou_serializado,fgts_financiado,fgts;metadados;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_09_27_mcmv_ogu_metadado.xlsx,,OneDrive_2026-08-19/Casa civil/Fichas de Metadados da Casa Civil/antigos/2023_09_27_mcmv_ogu_metadado.xlsx,.xlsx,dado_tabular_ou_serializado,ogu_subsidiado,ogu;metadados;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (1).zip,,OneDrive_2026-08-19 (1).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (2).zip,,OneDrive_2026-08-19 (2).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (3).zip,,OneDrive_2026-08-19 (3).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (4).zip,,OneDrive_2026-08-19 (4).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (5).zip,,OneDrive_2026-08-19 (5).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (6).zip,,OneDrive_2026-08-19 (6).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19 (7).zip,,OneDrive_2026-08-19 (7).zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
OneDrive_2026-08-19.zip,,OneDrive_2026-08-19.zip,.zip,arquivo_compactado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
PASSAGEM_BASTAO.pdf,,PASSAGEM_BASTAO.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel Show do Milhão 06 03 2025.pdf,OneDrive_1_18-08-2026.zip,Painel Show do Milhão 06 03 2025.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel_Show_do_milhão20250313.pdf,OneDrive_1_18-08-2026.zip,Painel_Show_do_milhão20250313.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel_Show_do_milhão20250317.pdf,OneDrive_1_18-08-2026.zip,Painel_Show_do_milhão20250317.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel_Show_do_milhão20250319.pdf,OneDrive_1_18-08-2026.zip,Painel_Show_do_milhão20250319.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel_Show_do_milhão20250321.pdf,OneDrive_1_18-08-2026.zip,Painel_Show_do_milhão20250321.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel_Show_do_milhão20250404.pdf,OneDrive_1_18-08-2026.zip,Painel_Show_do_milhão20250404.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Painel_Show_do_milhão20250505.pdf,OneDrive_1_18-08-2026.zip,Painel_Show_do_milhão20250505.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
2023_05_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2023-05-Maio/2023_05_mcmv_ogu_dados.zip,2023_05_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-05,nao_encontrado_no_minio_consultado,0,
2023_06_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2023-06-Junho/2023_06_mcmv_ogu_dados.zip,2023_06_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-06,nao_encontrado_no_minio_consultado,0,
2023_07_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2023-07-Julho/2023_07_mcmv_ogu_dados.zip,2023_07_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-07,nao_encontrado_no_minio_consultado,0,
2023_08_mcmv_fgts_dados.txt,OneDrive_2026-08-19/Casa civil/2023-08-Agosto/2023_08_mcmv_fgts_dados.zip,2023_08_mcmv_fgts_dados.txt,.txt,dado_tabular_ou_serializado,fgts_financiado,fgts;casa_civil,2023-08,nao_encontrado_no_minio_consultado,0,
2023_08_mcmv_fgts_entregas_dados.txt,OneDrive_2026-08-19/Casa civil/2023-08-Agosto/2023_08_mcmv_fgts_entregas_dados.zip,2023_08_mcmv_fgts_entregas_dados.txt,.txt,dado_tabular_ou_serializado,fgts_entregas,fgts;entregas;casa_civil,2023-08,nao_encontrado_no_minio_consultado,0,
2023_08_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2023-08-Agosto/2023_08_mcmv_ogu_dados.zip,2023_08_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-08,nao_encontrado_no_minio_consultado,0,
2023_09_mcmv_fgts_dados.txt,OneDrive_2026-08-19/Casa civil/2023-09-Setembro/2023_09_mcmv_fgts_dados.zip,2023_09_mcmv_fgts_dados.txt,.txt,dado_tabular_ou_serializado,fgts_financiado,fgts;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_09_mcmv_fgts_entregas_dados.txt,OneDrive_2026-08-19/Casa civil/2023-09-Setembro/2023_09_mcmv_fgts_entregas_dados.zip,2023_09_mcmv_fgts_entregas_dados.txt,.txt,dado_tabular_ou_serializado,fgts_entregas,fgts;entregas;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_09_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2023-09-Setembro/2023_09_mcmv_ogu_dados.zip,2023_09_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-09,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_FGTS_dados.txt,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_FGTS_dados.zip,2023_12_mcmv_FGTS_dados.txt,.txt,dado_tabular_ou_serializado,fgts_financiado,fgts;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados.zip,2023_12_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2023_12_mcmv_ogu_dados_v2.txt,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados_v2.zip,2023_12_mcmv_ogu_dados_v2.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
base_ogu_2023_12_v3.xlsx,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados_v3.zip,base_ogu_2023_12_v3.xlsx,.xlsx,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
base_ogu_2023_12_v4.xlsx,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_dados_v4.zip,base_ogu_2023_12_v4.xlsx,.xlsx,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
base_ogu_2023_12_v5.xlsx,OneDrive_2026-08-19/Casa civil/2023-12_Dezembro/2023_12_mcmv_ogu_v5.zip,base_ogu_2023_12_v5.xlsx,.xlsx,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2023-12,nao_encontrado_no_minio_consultado,0,
2024_08_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2024-08_Agosto/2024_08_mcmv_fgts_dados.zip,2024_08_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,fgts_financiado,ogu;fgts;casa_civil,2024-08,nao_encontrado_no_minio_consultado,0,
2024_08_mcmv_fgts_entregas_dados.txt,OneDrive_2026-08-19/Casa civil/2024-08_Agosto/2024_08_mcmv_fgts_entregas_dados.zip,2024_08_mcmv_fgts_entregas_dados.txt,.txt,dado_tabular_ou_serializado,fgts_entregas,fgts;entregas;casa_civil,2024-08,nao_encontrado_no_minio_consultado,0,
2024_08_mcmv_ogu_dados.txt,OneDrive_2026-08-19/Casa civil/2024-08_Agosto/2024_08_mcmv_ogu_dados.zip,2024_08_mcmv_ogu_dados.txt,.txt,dado_tabular_ou_serializado,ogu_subsidiado,ogu;casa_civil,2024-08,nao_encontrado_no_minio_consultado,0,
Catálogo de Dados da Habitação - 2025-05-13.pptx,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Apresentacao do Catalogo - Maio-2025/Catálogo de Dados da Habitação - 2025-05-13.pptx,.pptx,documento,nao_classificado,nao_identificada,2025-05,pista_semantica_mesma_frente_periodo_fonte,17,bronze/caixa_andamento_obra/anomes=202505/_arquivo=caixa_af_gehis_andamento_obra_m20250515_e16c93df/data_0.parquet | bronze/caixa_andamento_obra/anomes=202505/_arquivo=caixa_af_gehis_andamento_obra_m20250522_7206a643/data_0.parquet | raw/dados_historicos/historico_recente_202505_snh_pmcmv_dados_prioritarios_af_bb.csv | raw/dados_historicos/historico_recente_202505_snh_pmcmv_dados_prioritarios_af_caixa.csv | raw/sftp/fabrica/GEFUS/ANTERIORES/202505_SNH_PMCMV_DADOS_PRIORITARIOS_AF_BB.csv
SEI_6353135_Nota_Tecnica_17.pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica do Catálogo - 2a Versao - 2024 em diante/SEI_6353135_Nota_Tecnica_17.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Anexo I da NT - Inventário.pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Anexo I da NT - Inventário.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Catálogo de Dados 3.docx,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Docs editáveis/Catálogo de Dados 3.docx,.docx,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Inventário.pptx,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Docs editáveis/Inventário.pptx,.pptx,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Listagem dos Conjuntos de Dados v3.xlsx,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Docs editáveis/Listagem dos Conjuntos de Dados v3.xlsx,.xlsx,dado_tabular_ou_serializado,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Nota Técnica 9.docx,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Docs editáveis/Nota Técnica 9.docx,.docx,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
MNPO - MCMV - RURAL - versão 003.pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/MNPO/MNPO - MCMV - RURAL - versão 003.pdf,.pdf,documento,rural,nao_identificada,,nao_encontrado_no_minio_consultado,0,
MNPO - NOVO MCMV 2023 - RECURSOS FAR (VERSÃO 001).pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/MNPO/MNPO - NOVO MCMV 2023 - RECURSOS FAR (VERSÃO 001).pdf,.pdf,documento,far,nao_identificada,,nao_encontrado_no_minio_consultado,0,
MNPO MCMV FAR - LEGADO.pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/MNPO/MNPO MCMV FAR - LEGADO.pdf,.pdf,documento,far,nao_identificada,,nao_encontrado_no_minio_consultado,0,
MNPO_MCMV ENTIDADES 2023_FDS (v003).pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/MNPO/MNPO_MCMV ENTIDADES 2023_FDS (v003).pdf,.pdf,documento,entidades,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Anexo II da NT - Catálogo de Dados da SNH.pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Anexo II da NT - Catálogo de Dados da SNH.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Nota Técnica - SEI_MIDR - 4782781.pdf,OneDrive_2026-08-19 (1).zip,Catálogo de Dados/Nota Técnica e Catálogo de Dados - 1a Versao - 2023/Nota Técnica - SEI_MIDR - 4782781.pdf,.pdf,documento,nao_classificado,nao_identificada,,nao_encontrado_no_minio_consultado,0,
Lista Selecionadas_Autorizadas MCMV-Rural_20240220.xlsx,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Lista Selecionadas_Autorizadas MCMV-Rural_20240220.xlsx,.xlsx,dado_tabular_ou_serializado,rural,nao_identificada,2024-02,pista_semantica_mesma_frente_periodo_fonte,4,raw/sftp/fabrica/GEFUS/ANTERIORES/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240229.TXT | raw/sftp/fabrica/GEFUS/ANTERIORES/INT058_MinisterioCidades_PNHR_BB_PF_20240229.TXT | raw/sftp/fabrica/GEFUS/ANTERIORES/INT064_MinisterioCidades_PNHR_CAIXA_PF_20240229.TXT | raw/sftp/fabrica/GEFUS/ANTERIORES/INT065_MinisterioCidades_PNHR_CAIXA_EMPREENDIMENTOS_20240229.TXT
MONIT_CAD_PJ_RURAL_20251224_101226.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Cad PJ/MONIT_CAD_PJ_RURAL_20251224_101226.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2025-12,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_20251223_124903.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_20251223_124903.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2025-12,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_20251224_103041.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_20251224_103041.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2025-12,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20251229_103027.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20251229_103027.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2025-12,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20251230_103055.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20251230_103055.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2025-12,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20251231_103040.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20251231_103040.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2025-12,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260105_103055.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260105_103055.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260106_103055.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260106_103055.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260107_103043.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260107_103043.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260108_103040.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260108_103040.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260109_103040.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260109_103040.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260112_103044.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260112_103044.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260113_103043.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260113_103043.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
MONIT_MOV_FINANC_RURAL_DIARIO_20260114_103044.CSV,OneDrive_2026-08-19 (2).zip,Novo MCMV - Rural/Arquivados/Arquivo 2025 - Financeiro/MONIT_MOV_FINANC_RURAL_DIARIO_20260114_103044.CSV,.csv,dado_tabular_ou_serializado,rural,nao_identificada,2026-01,nao_encontrado_no_minio_consultado,0,
