cod_linha,descricao_linha,contratos,empreendimentos_identificados,valor_contratado_total,valor_investimento_total,contratos_com_posicao,contratos_com_execucao,contratos_com_desembolso,contratos_em_base_paralisacao,data_corte_cip
26,HAB / PRO-MORADIA,686,686,6427476889.93,8244048417.21,686,686,316,17,2026-03-06
