fonte_objeto,fonte_arquivo,cod_empreendimento,cod_contrato,cod_contrato_dv,Vlr_contratado,Vlr_investimento,dte_assinatura,dte_orcamento_ano,cod_area,cod_linha,cod_modalidade,cod_tomador,cod_af,cod_uor,cod_situacao_contrato,cod_clasificacao,cod_pac,cod_operacao_agente_financeiro,cod_operacao_agente_financeiro_dv,txt_rsgov,cod_objetivo,cod_Ident_Externo,txt_eixo,UF,descricao_linha,txt_nome_empreendimento,txt_localidade,txt_logradouro,cod_municipio,txt_projeto,qtd_unidades_financiadas,txt_objeto,qtd_populacao_beneficiada,qtd_empregos_gerados,qtd_unidades_financiadas_cca,situacao_contrato,modalidade,posicao_dte_ano_mes,posicao_prc_obra_executada_ult,posicao_DtInício,posicao_DtTérmino,posicao_DtInauguração,execucao_dte_ano_mes_avaliacao,execucao_prc_prev_acum_mes,execucao_prc_real_acum_mes,execucao_cod_situacao_obra,execucao_cod_execucao_obra,execucao_txt_providencias,execucao_dte_ultima_vistoria,qtd_desembolsos,vlr_liberado_total,ultimo_ano_desembolso,paralisacao_cod_contrato_dv,paralisacao_dias_sem_evolução,paralisacao_faixa_paralisacao,paralisacao_ultimo_motivo_paralisacao,paralisacao_ultima_descricao_motivo_paralisacao_preenchida,paralisacao_situacao_atual,paralisacao_ultimo_motivo_excecao,paralisacao_plano_acao_aprovado_af,paralisacao_termo_aditivo_assinado_tomador,paralisacao_data_base,paralisacao_dt_previsao_conclusao_objeto,paralisacao_cod_operacao_agente_financeiro,paralisacao_cod_operacao_agente_financeiro_dv,paralisacao_dt_ultimo_bm,paralisacao_ultimo_entrave_preenchido,contrato_join,termino_Operação,termino_NúmeroDoContrato,termino_data_entrega_para_PF,termino_data_termino_obra
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081090,0081090,58,1071000,1389517.41,06/30/98 00:00:00,1997,2,26,018,71332,53000,7185,01,D1,N,0059522,54,Rio de Janeiro,226018001,,,RJ,HAB / PRO-MORADIA                         ,NOVA CIDADE                                                 ,INHOAIBA                                                    ,RIO DE JANEIRO                                              ,2810,CONSTRUCAO DO CONJUNTO NOVA CIDADE                                                                                      ,126,CONSTRUCAO DO CONJUNTO NOVA CIDADE                                                                                      ,630,132,0,distratado,HAB / MORADIAS POPULARES                  ,200602,0,,,,200602,0,0,5,L     ,"TERMOS DE RESCISAO ASSINADOS, ENVIADOS PELA GIFUGRJ A GIDURRJ PARA      REGISTRO.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",,,,,,,,,,,,,,,,,,,,8109058,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0062663,0062663,87,406534.03,476764.22,02/05/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059541,57,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,VILA DA PAZ                                                 ,ITANHANGA                                                   ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DE FAVELA -VILA DA PAZ                                                                    ,0,INFRA-ESTRUTURA E URBANIZACAO DE FAVELA -VILA DA PAZ                                                                    ,0,43,0,em situação normal,URBANIZACAO DE AREAS                      ,200309,100,08/28/00 00:00:00,10/13/03 00:00:00,,200309,0,100,6,      ,,,,,,,,,,,,,,,,,,,,,6266387,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0062678,0062678,07,335869.96,850800.12,02/05/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059542,72,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,VILA ELZA                                                   ,AV. GOMES LOPES                                             ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DE FAVELA -VILA ELZA                                                                      ,0,INFRA-ESTRUTURA E URBANIZACAO DE FAVELA -VILA ELZA                                                                      ,0,36,0,em situação normal,URBANIZACAO DE AREAS                      ,200207,100,10/17/00 00:00:00,01/13/03 00:00:00,02/13/03 00:00:00,200207,100,100,6,      ,,,,,,,,,,,,,,,,,,,,,6267807,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081455,0081455,08,1115901.3,4327849.36,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059543,97,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,PIAI                                                        ,SEPETIBA                                                    ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO PIAI                                                                        ,0,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO PIAI                                                                        ,0,118,0,em situação normal,URBANIZACAO DE AREAS                      ,200802,100,02/25/02 00:00:00,,,200802,0,100,6,      ,,,1.0,63636.36,2008,,,,,,,,,,,,,,,,8145508,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081457,0081457,48,2837434.55,6829693.76,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059544,11,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,ANA GONZAGA                                                 ,INHOAIBA                                                    ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO ANA GONZAGA                                                                 ,0,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO ANA GONZAGA                                                                 ,0,301,0,em situação normal,URBANIZACAO DE AREAS                      ,200610,100,11/06/00 00:00:00,11/30/06 00:00:00,11/30/06 00:00:00,200610,0,100,6,      ,,,2.0,616808.875,2006,,,,,,,,,,,,,,,,8145748,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081079,0081079,26,1511452.18,1803946.04,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059546,64,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,ESTRELA DALVA                                               ,"INHOAIBA, SANTA CRUZ E CAMPO GRANDE                         ",RIO DE JANEIRO                                              ,2810,"INFRA-ESTRUTURA E URBANIZACAO DOS LOTEAMENTOS JARDIM ESTRELADALVA,VILA DOS PALMARES E ESTRADA DO MOINHO                 ",0,"INFRA-ESTRUTURA E URBANIZACAO DOS LOTEAMENTOS JARDIM ESTRELADALVA,VILA DOS PALMARES E ESTRADA DO MOINHO                 ",2696,166,0,em situação normal,URBANIZACAO DE AREAS                      ,200708,100,10/11/01 00:00:00,08/28/07 00:00:00,,200708,100,100,6,      ,,,4.0,538393.81640625,2006,,,,,,,,,,,,,,,,8107926,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081082,0081082,84,92190.92999999999,218188.07,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059547,89,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,CRASSITUBA                                                  ,ANCHIETA                                                    ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO CRASSITUBA                                                                  ,0,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO CRASSITUBA                                                                  ,0,11,0,em situação normal,URBANIZACAO DE AREAS                      ,200308,100,05/08/01 00:00:00,03/30/03 00:00:00,08/30/03 00:00:00,200308,0,100,6,      ,,,,,,,,,,,,,,,,,,,,,8108284,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081094,0081094,37,374976.65,416640.72,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,01,D1,N,0059548,03,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,N.SA. DA PAZ                                                ,SENADOR CAMARA                                              ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO N.SA. DA PAZ                                                                ,0,INFRA-ESTRUTURA E URBANIZACAO DO LOTEAMENTO N.SA. DA PAZ                                                                ,848,40,0,distratado,URBANIZACAO DE AREAS                      ,200602,0,,,,200602,0,0,5,X     ,"TERMOS DE RESCISAO ASSINADOS, ENVIADOS PELA GIFUGRJ A GIDURRJ PARA      REGISTRO.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",,,,,,,,,,,,,,,,,,,,8109437,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081097,0081097,04,618051.35,2156016.85,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,B2,N,0059549,28,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,MORADA ANCHIETA                                             ,ANCHIETA                                                    ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO DOS LOTEAMENTOS MORADA AN-    CHIETA E CRISTO REDENTOR                                    ,0,INFRA-ESTRUTURA E URBANIZACAO DOS LOTEAMENTOS MORADA AN-    CHIETA E CRISTO REDENTOR                                    ,996,82,0,em situação normal,URBANIZACAO DE AREAS                      ,200306,100,10/09/01 00:00:00,06/09/03 00:00:00,,200306,0,100,6,      ,,,,,,,,,,,,,,,,,,,,,8109704,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0059553,0081100,86,2280393.26,2845207.81,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,,N,0059553,01,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,C. CIDADE ALTA/PORTO VELHO                                  ,CORDOVIL                                                    ,RIO DE JANEIRO                                              ,2810,INFRA-ESTRUTURA E URBANIZACAO CONJ. CIDADE ALTA E PORTO VELHO                                                           ,0,INFRA-ESTRUTURA E URBANIZACAO CONJ. CIDADE ALTA E PORTO VELHO                                                           ,26388,253,0,em situação normal,URBANIZACAO DE AREAS                      ,,,,,,200502,90.09999999999999,100,6,      ,,,,,,,,,,,,,,,,,,,,,8110086,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0059634,0081417,01,4904053.25,6289502.25,06/30/98 00:00:00,1997,2,26,070,71741,53000,7176,00,,N,0059634,22,PIRACICABA,226070001,S/N,,SP,HAB / PRO-MORADIA                         ,BOSQUE DO LENHEIRO                                          ,DIVERSOS ENDERECOS                                          ,VILA INDUSTRIAL                                             ,3227,BOSQUES DO LENHEIRO                                                                                                     ,1500,BOSQUES DO LENHEIRO                                                                                                     ,0,0,0,em situação normal,INFRA-ESTRUTURA EM CONJUNTO HABITACIONAL  ,200407,100,04/01/99 00:00:00,04/30/04 00:00:00,,200407,91.11,100,6,      ,,,,,,,,,,,,,,,,,,,,,8141701,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081147,0081147,79,281571.08,312856.75,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,01,D1,N,0059701,51,São Luis,226078001,OE 810/97,,MA,HAB / PRO-MORADIA                         ,IGARAPE JANSEN                                              ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,REMANEJAMENTO FAMILIAS DO IGARAPE DA JANSEN - PONTA D'AREIA PARA PARQUE CANUDOS - PARQUE VITORIA.                       ,119,REMANEJAMENTO FAMILIAS DO IGARAPE DA JANSEN - PONTA D'AREIA PARA PARQUE CANUDOS - PARQUE VITORIA.                       ,0,30,0,distratado,URBANIZACAO DE AREAS                      ,200010,0,,,,200010,0,0,5,I     ,,,,,,,,,,,,,,,,,,,,,8114779,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081120,0081120,03,491904.05,546560.05,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,01,D1,N,0059704,15,São Luis,226078001,OE 809/97,,MA,HAB / PRO-MORADIA                         ,IRMAOS CORAGEM                                              ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,"AREA LOCALIZADA  A MARGEM ESQUERDA DO RIO ANIL, ENTRE OS    BAIRROS ALEMANHA E APEADOURO.                               ",0,"AREA LOCALIZADA  A MARGEM ESQUERDA DO RIO ANIL, ENTRE OS    BAIRROS ALEMANHA E APEADOURO.                               ",0,52,0,distratado,URBANIZACAO DE AREAS                      ,200010,0,,,,200010,0,0,5,I     ,,,,,,,,,,,,,,,,,,,,,8112003,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081138,0081138,80,1168802.19,1298669.1,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,01,D1,N,0059705,42,São Luis,226078001,OE 808/97,,MA,HAB / PRO-MORADIA                         ,BRAS. MATADOURO                                             ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,"AREA LOCALIZADA NA REGIAO DA CAMBOA/LIBERDADE, NA MARGEM    ESQUERDA DO RIO ANIL                                        ",0,"AREA LOCALIZADA NA REGIAO DA CAMBOA/LIBERDADE, NA MARGEM    ESQUERDA DO RIO ANIL                                        ",0,124,0,distratado,URBANIZACAO DE AREAS                      ,200010,0,,,,200010,0,0,5,I     ,,,,,,,,,,,,,,,,,,,,,8113880,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081118,0081118,62,1118140.2,1242378,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,01,D1,N,0059708,07,São Luis,226078001,OE 852/97,,MA,HAB / PRO-MORADIA                         ,VILA SAO LUIS                                               ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,AREA LOCALIZADA NO ITAQUI/BACANGA                                                                                       ,500,AREA LOCALIZADA NO ITAQUI/BACANGA                                                                                       ,0,118,0,distratado,URBANIZACAO DE AREAS                      ,200010,0,,,,200010,0,0,5,I     ,,,,,,,,,,,,,,,,,,,,,8111862,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081115,0081115,06,524713.52,808902.47,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,00,B2,N,0059712,80,São Luis,226078001,OE 849/97,,MA,HAB / PRO-MORADIA                         ,VILA ARIRI                                                  ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,EXECUCAO DE 500 LOTES URBANIZADOS NA LOCALIDADE CANUDOS/TER-RA LIVRE.                                                   ,0,EXECUCAO DE 500 LOTES URBANIZADOS NA LOCALIDADE CANUDOS/TER-RA LIVRE.                                                   ,0,0,0,em situação normal,URBANIZACAO DE AREAS                      ,201007,100,02/14/02 00:00:00,,,201007,0,100,6,      ,,07/05/10 00:00:00,8.0,524713.529296875,2007,,,,,,,,,,,,,,,,8111506,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081142,0081142,62,656989.61,925617.34,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,00,B2,N,0059714,29,São Luis,226078001,OE 853/97,,MA,HAB / PRO-MORADIA                         ,FLORESTA                                                    ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,EXECUCAO DE 600 LOTES URBANIZADOS NA LOCALIDADE CANUDOS/TER-RA LIVRE.                                                   ,0,EXECUCAO DE 600 LOTES URBANIZADOS NA LOCALIDADE CANUDOS/TER-RA LIVRE.                                                   ,0,100,0,em situação normal,URBANIZACAO DE AREAS                      ,201007,100,02/14/02 00:00:00,,,201007,0,100,6,      ,,07/05/10 00:00:00,8.0,656989.603515625,2007,,,,,,,,,,,,,,,,8114262,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081139,0081139,04,90326.74000000001,191123.82,06/30/98 00:00:00,1997,2,26,078,71766,53000,7180,00,B2,N,0059717,97,São Luis,226078001,OE 851/97,,MA,HAB / PRO-MORADIA                         ,CAMBOA                                                      ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,"CONSTRUCAO DE CRECHE/CENTRO COMUNITARIO, UMA QUADRA DE ESPORTES E TRABALHO SOCIAL NA COMUNIDADE CANUDOS TERRA LIVRE     ",60,"CONSTRUCAO DE CRECHE/CENTRO COMUNITARIO, UMA QUADRA DE ESPORTES E TRABALHO SOCIAL NA COMUNIDADE CANUDOS TERRA LIVRE     ",0,23,0,em situação normal,URBANIZACAO DE AREAS                      ,201007,100,12/17/02 00:00:00,,,201007,0,100,6,      ,,07/05/10 00:00:00,,,,,,,,,,,,,,,,,,,8113904,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0081144,0081144,01,587072.29,652302.54,06/30/98 00:00:00,1997,2,26,019,71766,53000,7180,01,D1,N,0059719,36,São Luis,226019001,OE 811/97,,MA,HAB / PRO-MORADIA                         ,LAGOA DA JANSEN                                             ,MUNICIPIO DE SAO LUIS                                       ,MUNICIPIO DE SAO LUIS                                       ,0500,EMPREENDIMENTO LOCALIZADO NO BAIRRO PONTA D'AREIA                                                                       ,0,EMPREENDIMENTO LOCALIZADO NO BAIRRO PONTA D'AREIA                                                                       ,0,62,0,distratado,HAB / CESTA BASICA MAT E LOTE URB- CONJ   ,200010,0,,,,200010,0,0,5,I     ,,,,,,,,,,,,,,,,,,,,,8114401,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0059811,0083824,59,932724.67,2103153.88,12/28/98 00:00:00,1998,2,26,018,71804,53000,7184,00,,N,0059811,80,Recife,226018001,OF 292/97 INST. COLEG,,PE,HAB / PRO-MORADIA                         ,JOSUE PINTO                                                 ,NOVA DESCOBERTA                                             ,RUA VEREADOR OTACILIO AZEVEDO                               ,1250,REALOCACAO DE 208 FAMILIAS DESABRIGADAS AOCUPANDO           ABRIGOS PUBLICOS                                            ,208,REALOCACAO DE 208 FAMILIAS DESABRIGADAS AOCUPANDO           ABRIGOS PUBLICOS                                            ,936,144,0,em situação normal,HAB / MORADIAS POPULARES                  ,200108,100,10/09/00 00:00:00,06/19/01 00:00:00,06/19/01 00:00:00,200106,100,100,6,      ,,,,,,,,,,,,,,,,,,,,,8382459,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0084147,0084147,00,462794.44,514216.04,12/28/98 00:00:00,1998,2,26,018,71804,53000,7184,01,D1,N,0059812,04,Recife,226018001,OF 292/97 INST. COLEG,,PE,HAB / PRO-MORADIA                         ,ASA BRAANCA                                                 ,ZEIS TORROES                                                ,DIVERSOS                                                    ,1250,CONSTRUCOES DE UND HABITACIONAIS E INFRA ESTRUTURA          BENEFICIANDO 465 FAMILIAS                                   ,47,CONSTRUCOES DE UND HABITACIONAIS E INFRA ESTRUTURA          BENEFICIANDO 465 FAMILIAS                                   ,2092,49,0,distratado,HAB / MORADIAS POPULARES                  ,200012,0,,,,200012,0,0,5,B     ,,,,,,,,,,,,,,,,,,,,,8414700,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0078725,0078725,97,2877680.94,3317552.6,06/17/98 00:00:00,1997,2,26,078,71065,53000,7180,00,B2,N,0059855,18,Fortaleza,226078001,CARTA CONSULTA 018/96-PM,,CE,HAB / PRO-MORADIA                         ,COSTA OESTE I                                               ,"PIRAMBU, BARRA DO CEARA                                     ","PIRAMBU, BARRA DO CEARA                                     ",0760,URBANIZA›AO FAVELA - COSTA OESTE I                                                                                      ,0,URBANIZA›AO FAVELA - COSTA OESTE I                                                                                      ,10000,334,0,em situação normal,URBANIZACAO DE AREAS                      ,200612,100,04/19/02 00:00:00,,,200612,100,100,6,      ,,,6.0,362176.349609375,2006,,,,,,,,,,,,,,,,7872597,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0078732,0078732,33,4127319.38,5813216.57,06/17/98 00:00:00,1997,2,26,078,71065,53000,7180,00,B2,N,0059856,33,Fortaleza,226078001,CARTA CONSULTA 008/96-PM,,CE,HAB / PRO-MORADIA                         ,COSTA OESTE II                                              ,"PIRAMBU, BARRA DO CEARA                                     ","PIRAMBU, BARRA DO CEARA                                     ",0760,URBANIZA›AO FAVELA                                                                                                      ,0,URBANIZA›AO FAVELA                                                                                                      ,10000,449,0,em situação normal,URBANIZACAO DE AREAS                      ,201604,100,05/30/07 00:00:00,,,201604,100,100,6,      ,,04/13/16 00:00:00,18.0,4127319.38546875,2011,,,,,,,,,,,,,,,,7873233,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0078736,0078736,25,5208606.26,6739815.44,06/17/98 00:00:00,1997,2,26,078,71065,53000,7180,00,B2,N,0059857,59,Fortaleza,226078001,CARTA CONSULTA 009/96-PM,,CE,HAB / PRO-MORADIA                         ,COSTA OESTE III                                             ,PIRAMBU                                                     ,PIRAMBU                                                     ,0760,URBANIZA›AO FAVELA                                                                                                      ,0,URBANIZA›AO FAVELA                                                                                                      ,10000,567,0,em situação normal,URBANIZACAO DE AREAS                      ,201604,100,05/30/07 00:00:00,,,201604,100,100,6,      ,,04/13/16 00:00:00,18.0,5208606.215,2011,,,,,,,,,,,,,,,,7873625,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0078743,0078743,63,2608752.26,2898613.62,06/17/98 00:00:00,1997,2,26,018,71065,53000,7180,02,B2,N,0059861,30,Fortaleza,226018001,CARTA CONSULTA 013/96-PM,,CE,HAB / PRO-MORADIA                         ,ZEZA E TIJOLO                                               ,LAGOAS ZEZA E TIJOLO                                        ,LAGOAS ZEZA E TIJOLO                                        ,0760,URBANIZACAO DAS LAGOAS ZEZA E TIJOLO                                                                                    ,245,URBANIZACAO DAS LAGOAS ZEZA E TIJOLO                                                                                    ,0,0,0,cancelado,HAB / MORADIAS POPULARES                  ,200603,18.879999,10/13/04 00:00:00,,,200603,100,18.88,3,      ,,,,,,,,,,,,,,,,,,,,,7874363,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0060124,0081486,56,1512236.1,1877153.64,06/30/98 00:00:00,1997,2,26,014,71514,53000,7176,00,,N,0060124,39,CAMPINAS,226014001,SP-0797-0203,,SP,HAB / PRO-MORADIA                         ,BARROCAO                                                    ,SANTA BARBARA D`OESTE                                       ,BAIRRO BARROCAO                                             ,3298,LOTE URBANIZADO NO BAIRRO BARROCAO                                                                                      ,0,LOTE URBANIZADO NO BAIRRO BARROCAO                                                                                      ,0,215,0,em situação normal,HAB / PRODUCAO UNID HAB E/OU LOTE URBAN   ,200310,100,12/01/99 00:00:00,10/01/03 00:00:00,10/01/03 00:00:00,200310,0,100,6,J     ,,,,,,,,,,,,,,,,,,,,,8148656,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0060350,0081461,20,90877.21000000001,235219.83,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,,N,0060350,22,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,FAZ. COQUEIROS                                              ,SENADOR CAMARA                                              ,RIO DE JANEIRO                                              ,2810,URBANIZACAO DE AREAS EM FAVELAS                                                                                         ,0,URBANIZACAO DE AREAS EM FAVELAS                                                                                         ,0,1060,0,em situação normal,URBANIZACAO DE AREAS                      ,200605,100,10/02/00 00:00:00,07/02/06 00:00:00,,200208,0,12,3,O     ,,,,,,,,,,,,,,,,,,,,,8146120,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0060351,0081463,61,6318936.91,7021525.99,06/30/98 00:00:00,1997,2,26,078,71332,53000,7185,00,,N,0060351,47,Rio de Janeiro,226078001,,,RJ,HAB / PRO-MORADIA                         ,RIO PEDRAS HAB.                                             ,FAVELA DO RIO DAS PEDRAS - JACAREPAGUA                      ,RIO DE JANEIRO                                              ,2810,URBANIZACAO DE AREAS NA FAVELA DE RIO DAS PEDRAS                                                                        ,0,URBANIZACAO DE AREAS NA FAVELA DE RIO DAS PEDRAS                                                                        ,0,2627,0,em situação normal,URBANIZACAO DE AREAS                      ,201004,100,11/23/99 00:00:00,,,200412,100,45.19,3,      ,,,,,,,,,,,,,,,,,,,,,8146361,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0060634,0077718,33,3234510,4383507,05/28/98 00:00:00,1997,2,26,078,71134,53000,7175,00,,N,0060634,51,Brasília,226078001,URB/RECANTO DAS EMAS,,DF,HAB / PRO-MORADIA                         ,R. DAS EMAS                                                 ,RECANTO DAS EMAS/DF                                         ,RECANTO DAS EMAS/DF                                         ,4495,COMPLEMENTACAO DAS REDES DE AGUA E ESGOTO DE RECANTO DAS    EMAS                                                        ,0,COMPLEMENTACAO DAS REDES DE AGUA E ESGOTO DE RECANTO DAS    EMAS                                                        ,0,418,0,em situação normal,URBANIZACAO DE AREAS                      ,200104,100,06/01/98 00:00:00,04/30/01 00:00:00,05/30/01 00:00:00,200104,0,100,6,      ,,,,,,,,,,,,,,,,,,,,,7771833,,,,
raw/sharepoint/Canal FGTS/MC20260306.zip,MCidades_AO_1.mdb + AO_2.mdb + AO_3.mdb,0077723,0077723,30,330300,367000,05/28/98 00:00:00,1997,2,26,078,71134,53000,7175,01,D1,N,0060637,27,Brasília,226078001,URB/VILA VARJAO,,DF,HAB / PRO-MORADIA                         ,VILA VARJAO                                                 ,VILA VARJAO/DF                                              ,VILA VARJAO/DF                                              ,4495,COMPLEMENTACAO DA REDE DE ESGOTO DE VILA VARJAO                                                                         ,0,COMPLEMENTACAO DA REDE DE ESGOTO DE VILA VARJAO                                                                         ,0,35,0,distratado,URBANIZACAO DE AREAS                      ,200205,0,,,,200205,0,0,5,LJ    ,,,,,,,,,,,,,,,,,,,,,7772330,,,,
