"hash_estrutura","quantidade_tabelas","tabelas"
"9c663aadf9742e676f4bc051e2050aab",156,sftp.gefus_anteriores_202504_andamento_obra_af_caixa_v2;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20210831;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20210902;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20210909;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20210923;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20210930;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211007;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211014;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211021;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211104;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211111;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211118;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211202;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211209;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211216;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211223;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20211230;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220106;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220113;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220120;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220127;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220210;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220217;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220224;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220303;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220310;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220317;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220331;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220422;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220428;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220512;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220519;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220526;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220602;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220609;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220617;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220623;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220630;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220707;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220714;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220721;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220728;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220804;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220811;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220818;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220825;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220901;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220916;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220923;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20220929;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221006;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221013;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221020;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221027;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221103;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221110;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221117;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221201;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221208;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221215;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221223;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20221229;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230106;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230119;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230126;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230202;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230216;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230223;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230303;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230310;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230317;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230323;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230330;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230406;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230413;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230424;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230427;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230504;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230512;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230525;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230609;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230616;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230622;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230630;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230706;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230713;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230720;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230728;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230803;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230810;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230817;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230825;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20230906;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20231013;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20240902;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241017;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241031;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241107;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241114;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241121;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241128;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241205;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241212;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20241219;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250227;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250306;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250313;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250320;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250327;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250403;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250410;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250417;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250424;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250717_c;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250724_c;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250807;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250814;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250821;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250828;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250904;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250911;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250918;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20250925;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251002;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251009;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251113;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251119;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251127;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251204;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251211;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251218;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251224;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20251231_1;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20260108;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20260115;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20260129;sftp.gefus_anteriores_caixa_af_gehis_andamento_obra_m20260326;sftp.gefus_caixa_af_gehis_andamento_obra_m20260205;sftp.gefus_caixa_af_gehis_andamento_obra_m20260212;sftp.gefus_caixa_af_gehis_andamento_obra_m20260219;sftp.gefus_caixa_af_gehis_andamento_obra_m20260226;sftp.gefus_caixa_af_gehis_andamento_obra_m20260305;sftp.gefus_caixa_af_gehis_andamento_obra_m20260312;sftp.gefus_caixa_af_gehis_andamento_obra_m20260319;sftp.gefus_caixa_af_gehis_andamento_obra_m20260326;sftp.gefus_caixa_af_gehis_andamento_obra_m20260402;sftp.gefus_caixa_af_gehis_andamento_obra_m20260409;sftp.gefus_caixa_af_gehis_andamento_obra_m20260416;sftp.gefus_caixa_af_gehis_andamento_obra_m20260423;sftp.gefus_caixa_af_gehis_andamento_obra_m20260430;sftp.gefus_caixa_af_gehis_andamento_obra_m20260507;sftp.gefus_caixa_af_gehis_andamento_obra_m20260514;sftp.gefus_caixa_af_gehis_andamento_obra_m20260521;sftp.gefus_caixa_af_gehis_andamento_obra_m20260528;sftp.gefus_caixa_af_gehis_andamento_obra_m20260605;sftp.gefus_caixa_af_gehis_andamento_obra_m20260611
"2eb87c52352b5aec053a6ba3927b1254",102,sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250227;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250306;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250313;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250320;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250327;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250403;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250403_0001;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250417;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250424;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250508;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250515;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250522;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250613;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250620;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250626_campo;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250703_campo_0001;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250710_campo_0001;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250717;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250724;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250807;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250814;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250821;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250828;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250904;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250911;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250918;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20250925;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251003;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251010;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251016;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251023;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251030;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251106;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251113;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251121;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251127;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251204;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251211;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251218;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20251226;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20260102;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20260108;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20260115;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20260129;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20260205;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_20260326;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240328;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240404;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240418;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240425;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240502;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240509;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240531;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240606;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240613;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240620;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240628;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240704;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240711;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240718;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240801;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240808;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240819;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240823;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240829;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240905;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240912;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240919;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20240926;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241003;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241010;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241017;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241024;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241031;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241107;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241114;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241122;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241128;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241205;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241212;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241219;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241226;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20241403_envi;sftp.gefus_anteriores_bb_af_diemp_andamento_obra_m20250102;sftp.gefus_bb_af_diemp_andamento_obra_20260212;sftp.gefus_bb_af_diemp_andamento_obra_20260219;sftp.gefus_bb_af_diemp_andamento_obra_20260226;sftp.gefus_bb_af_diemp_andamento_obra_20260305;sftp.gefus_bb_af_diemp_andamento_obra_20260312;sftp.gefus_bb_af_diemp_andamento_obra_20260320;sftp.gefus_bb_af_diemp_andamento_obra_20260326;sftp.gefus_bb_af_diemp_andamento_obra_20260402;sftp.gefus_bb_af_diemp_andamento_obra_20260409;sftp.gefus_bb_af_diemp_andamento_obra_20260416;sftp.gefus_bb_af_diemp_andamento_obra_20260423;sftp.gefus_bb_af_diemp_andamento_obra_20260430;sftp.gefus_bb_af_diemp_andamento_obra_20260507;sftp.gefus_bb_af_diemp_andamento_obra_20260514;sftp.gefus_bb_af_diemp_andamento_obra_20260521;sftp.gefus_bb_af_diemp_andamento_obra_20260528;sftp.gefus_bb_af_diemp_andamento_obra_20260605;sftp.gefus_bb_af_diemp_andamento_obra_20260612
d496202de28c94ca01dc5d7b7db18ac2,94,sftp.caixa_af_gehis_andamento_obra_m20210909;sftp.caixa_af_gehis_andamento_obra_m20210923;sftp.caixa_af_gehis_andamento_obra_m20211007;sftp.caixa_af_gehis_andamento_obra_m20211021;sftp.caixa_af_gehis_andamento_obra_m20211104;sftp.caixa_af_gehis_andamento_obra_m20211111;sftp.caixa_af_gehis_andamento_obra_m20211202;sftp.caixa_af_gehis_andamento_obra_m20211209;sftp.caixa_af_gehis_andamento_obra_m20211223;sftp.caixa_af_gehis_andamento_obra_m20220113;sftp.caixa_af_gehis_andamento_obra_m20220217;sftp.caixa_af_gehis_andamento_obra_m20220303;sftp.caixa_af_gehis_andamento_obra_m20220317;sftp.caixa_af_gehis_andamento_obra_m20220331;sftp.caixa_af_gehis_andamento_obra_m20220407;sftp.caixa_af_gehis_andamento_obra_m20220526;sftp.caixa_af_gehis_andamento_obra_m20220602;sftp.caixa_af_gehis_andamento_obra_m20220707;sftp.caixa_af_gehis_andamento_obra_m20220721;sftp.caixa_af_gehis_andamento_obra_m20220804;sftp.caixa_af_gehis_andamento_obra_m20220811;sftp.caixa_af_gehis_andamento_obra_m20220923;sftp.caixa_af_gehis_andamento_obra_m20221006;sftp.caixa_af_gehis_andamento_obra_m20221027;sftp.caixa_af_gehis_andamento_obra_m20221110;sftp.caixa_af_gehis_andamento_obra_m20221208;sftp.caixa_af_gehis_andamento_obra_m20221215;sftp.caixa_af_gehis_andamento_obra_m20221229;sftp.caixa_af_gehis_andamento_obra_m20230106;sftp.caixa_af_gehis_andamento_obra_m20230202;sftp.caixa_af_gehis_andamento_obra_m20230223;sftp.caixa_af_gehis_andamento_obra_m20230330;sftp.caixa_af_gehis_andamento_obra_m20230413;sftp.caixa_af_gehis_andamento_obra_m20230511;sftp.caixa_af_gehis_andamento_obra_m20230525;sftp.caixa_af_gehis_andamento_obra_m20230713;sftp.caixa_af_gehis_andamento_obra_m20230720;sftp.caixa_af_gehis_andamento_obra_m20230728;sftp.caixa_af_gehis_andamento_obra_m20230921;sftp.caixa_af_gehis_andamento_obra_m20231005;sftp.caixa_af_gehis_andamento_obra_m20231019;sftp.caixa_af_gehis_andamento_obra_m20240104;sftp.caixa_af_gehis_andamento_obra_m20240112;sftp.caixa_af_gehis_andamento_obra_m20240411;sftp.caixa_af_gehis_andamento_obra_m20240418;sftp.caixa_af_gehis_andamento_obra_m20240502;sftp.caixa_af_gehis_andamento_obra_m20240620;sftp.caixa_af_gehis_andamento_obra_m20240627;sftp.caixa_af_gehis_andamento_obra_m20240718;sftp.caixa_af_gehis_andamento_obra_m20240808;sftp.caixa_af_gehis_andamento_obra_m20240902;sftp.caixa_af_gehis_andamento_obra_m20240919;sftp.caixa_af_gehis_andamento_obra_m20241205;sftp.caixa_af_gehis_andamento_obra_m20241212;sftp.caixa_af_gehis_andamento_obra_m20241219;sftp.caixa_af_gehis_andamento_obra_m20250103;sftp.caixa_af_gehis_andamento_obra_m20250306;sftp.caixa_af_gehis_andamento_obra_m20250313;sftp.caixa_af_gehis_andamento_obra_m20250320;sftp.caixa_af_gehis_andamento_obra_m20250403;sftp.caixa_af_gehis_andamento_obra_m20250417;sftp.caixa_af_gehis_andamento_obra_m20250515;sftp.caixa_af_gehis_andamento_obra_m20250522;sftp.caixa_af_gehis_andamento_obra_m20250724;sftp.caixa_af_gehis_andamento_obra_m20250814;sftp.caixa_af_gehis_andamento_obra_m20250911;sftp.caixa_af_gehis_andamento_obra_m20250918;sftp.caixa_af_gehis_andamento_obra_m20251002;sftp.caixa_af_gehis_andamento_obra_m20251009;sftp.caixa_af_gehis_andamento_obra_m20251119;sftp.caixa_af_gehis_andamento_obra_m20251204;sftp.caixa_af_gehis_andamento_obra_m20251218;sftp.caixa_af_gehis_andamento_obra_m20251231_1;sftp.caixa_af_gehis_andamento_obra_m20260108;sftp.caixa_af_gehis_andamento_obra_m20260115;sftp.caixa_af_gehis_andamento_obra_m20260129;sftp.caixa_af_gehis_andamento_obra_m20260205;sftp.caixa_af_gehis_andamento_obra_m20260212;sftp.caixa_af_gehis_andamento_obra_m20260226;sftp.caixa_af_gehis_andamento_obra_m20260305;sftp.caixa_af_gehis_andamento_obra_m20260319;sftp.caixa_af_gehis_andamento_obra_m20260402;sftp.caixa_af_gehis_andamento_obra_m20260409;sftp.caixa_af_gehis_andamento_obra_m20260416;sftp.caixa_af_gehis_andamento_obra_m20260423;sftp.caixa_af_gehis_andamento_obra_m20260430;sftp.caixa_af_gehis_andamento_obra_m20260507;sftp.caixa_af_gehis_andamento_obra_m20260514;sftp.caixa_af_gehis_andamento_obra_m20260521;sftp.caixa_af_gehis_andamento_obra_m20260528;sftp.caixa_af_gehis_andamento_obra_m20260605;sftp.caixa_af_gehis_andamento_obra_m20260611;sftp.caixa_af_gehis_andamento_obra_m20260618;sftp.caixa_af_gehis_andamento_obra_m20260625
c51828ddbc6681ddf65d147970873b1d,68,sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0001;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0002;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0003;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0004;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0005;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0006;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0007;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0008;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0009;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0010;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0011;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0012;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0013;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0014;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0015;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0016;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0017;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0018;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0019;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0020;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0021;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0022;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0023;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0024;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0025;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0026;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0027;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0028;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0029;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0030;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0031;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0032;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0033;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0034;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0035;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0036;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0037;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0038;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0039;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0040;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0041;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0042;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0043;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0044;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0045;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0046;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0047;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0048;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0049;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0050;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0051;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0052;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0053;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0054;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0055;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0056;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0057;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0058;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_202_0060;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0059;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0061;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0062;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0063;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0064;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0065;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0066;sftp.gefus_anteriores_int068_mdr_solicitacao_liberacao_obra_20_0067
