fonte_familia,chave_natural,motivo,evidencia
bext,222208689,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,222208693,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,222208699,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,222208703,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,222208704,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,222208709,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,222210760,valor_por_uh_extremo,R$/UH ate R$ 7.8 mi (1 UH; mediana familia R$ 28 k)
bext,222210762,valor_por_uh_extremo,R$/UH ate R$ 8.8 mi (1 UH; mediana familia R$ 28 k)
bext,222210778,valor_por_uh_extremo,R$/UH ate R$ 7.4 mi (1 UH; mediana familia R$ 28 k)
bext,222210779,valor_por_uh_extremo,R$/UH ate R$ 9.0 mi (1 UH; mediana familia R$ 28 k)
bext,222210785,valor_por_uh_extremo,R$/UH ate R$ 7.8 mi (1 UH; mediana familia R$ 28 k)
bext,222210786,valor_por_uh_extremo,R$/UH ate R$ 7.3 mi (1 UH; mediana familia R$ 28 k)
bext,222210790,valor_por_uh_extremo,R$/UH ate R$ 9.1 mi (1 UH; mediana familia R$ 28 k)
bext,222210791,valor_por_uh_extremo,R$/UH ate R$ 8.8 mi (1 UH; mediana familia R$ 28 k)
bext,222210794,valor_por_uh_extremo,R$/UH ate R$ 9.0 mi (1 UH; mediana familia R$ 28 k)
bext,224903327,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,225308024,valor_por_uh_extremo,R$/UH ate R$ 8.4 mi (1 UH; mediana familia R$ 28 k)
bext,225308025,valor_por_uh_extremo,R$/UH ate R$ 10.9 mi (1 UH; mediana familia R$ 28 k)
bext,225308029,valor_por_uh_extremo,R$/UH ate R$ 10.9 mi (1 UH; mediana familia R$ 28 k)
bext,225308031,valor_por_uh_extremo,R$/UH ate R$ 8.7 mi (1 UH; mediana familia R$ 28 k)
bext,225308036,valor_por_uh_extremo,R$/UH ate R$ 10.2 mi (1 UH; mediana familia R$ 28 k)
bext,225308037,valor_por_uh_extremo,R$/UH ate R$ 9.2 mi (1 UH; mediana familia R$ 28 k)
bext,225308044,valor_por_uh_extremo,R$/UH ate R$ 10.1 mi (1 UH; mediana familia R$ 28 k)
bext,225504790,valor_por_uh_extremo,R$/UH ate R$ 7.6 mi (1 UH; mediana familia R$ 28 k)
bext,225605561,valor_por_uh_extremo,R$/UH ate R$ 9.5 mi (1 UH; mediana familia R$ 28 k)
bext,226309876,valor_por_uh_extremo,R$/UH ate R$ 11.0 mi (1 UH; mediana familia R$ 28 k)
bext,226507828,valor_por_uh_extremo,R$/UH ate R$ 9.2 mi (1 UH; mediana familia R$ 28 k)
bext,227201157,valor_por_uh_extremo,R$/UH ate R$ 8.4 mi (1 UH; mediana familia R$ 28 k)
bext,227201158,valor_por_uh_extremo,R$/UH ate R$ 10.0 mi (1 UH; mediana familia R$ 28 k)
bext,227201160,valor_por_uh_extremo,R$/UH ate R$ 8.8 mi (1 UH; mediana familia R$ 28 k)
bext,227201164,valor_por_uh_extremo,R$/UH ate R$ 10.5 mi (1 UH; mediana familia R$ 28 k)
bext,227201166,valor_por_uh_extremo,R$/UH ate R$ 10.9 mi (1 UH; mediana familia R$ 28 k)
bext,22816416460,valor_negativo_repetido,min R$ -0.0 mi em 10/20 snapshots
bext,229005373,valor_por_uh_extremo,R$/UH ate R$ 8.0 mi (1 UH; mediana familia R$ 28 k)
bext,229005374,valor_por_uh_extremo,R$/UH ate R$ 16.2 mi (1 UH; mediana familia R$ 28 k)
bext,23008918,valor_por_uh_extremo,R$/UH ate R$ 11.1 mi (1 UH; mediana familia R$ 28 k)
bext,230703947,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,230703953,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,230703954,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,230703968,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,230703970,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,230704002,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,230704017,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,230704018,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,230704025,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,230704027,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,230704030,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,230704039,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,230704076,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,230704077,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,230704084,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,230704085,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,230704106,valor_negativo_repetido,min R$ -0.1 mi em 6/20 snapshots
bext,230704107,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,230704149,valor_negativo_repetido,min R$ -0.1 mi em 5/20 snapshots
bext,230704232,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,230705528,valor_por_uh_extremo,R$/UH ate R$ 15.2 mi (1 UH; mediana familia R$ 28 k)
bext,235404496,valor_por_uh_extremo,R$/UH ate R$ 11.0 mi (1 UH; mediana familia R$ 28 k)
bext,235404497,valor_por_uh_extremo,R$/UH ate R$ 10.6 mi (1 UH; mediana familia R$ 28 k)
bext,23614324636,valor_negativo_repetido,min R$ -0.0 mi em 14/20 snapshots
bext,237307061,valor_por_uh_extremo,R$/UH ate R$ 11.9 mi (1 UH; mediana familia R$ 28 k)
bext,239705825,valor_por_uh_extremo,R$/UH ate R$ 8.7 mi (1 UH; mediana familia R$ 28 k)
bext,240102990,valor_por_uh_extremo,R$/UH ate R$ 7.8 mi (1 UH; mediana familia R$ 28 k)
bext,240406137,valor_por_uh_extremo,R$/UH ate R$ 13.2 mi (1 UH; mediana familia R$ 28 k)
bext,24109821,valor_por_uh_extremo,R$/UH ate R$ 8.7 mi (1 UH; mediana familia R$ 28 k)
bext,24208304,valor_por_uh_extremo,R$/UH ate R$ 7.0 mi (1 UH; mediana familia R$ 28 k)
bext,242807592,valor_por_uh_extremo,R$/UH ate R$ 8.0 mi (1 UH; mediana familia R$ 28 k)
bext,242807594,valor_por_uh_extremo,R$/UH ate R$ 8.2 mi (1 UH; mediana familia R$ 28 k)
bext,243704608,valor_por_uh_extremo,R$/UH ate R$ 9.2 mi (1 UH; mediana familia R$ 28 k)
bext,244102905,valor_por_uh_extremo,R$/UH ate R$ 8.2 mi (1 UH; mediana familia R$ 28 k)
bext,245605759,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,246001135,valor_por_uh_extremo,R$/UH ate R$ 8.6 mi (1 UH; mediana familia R$ 28 k)
bext,24605780,valor_por_uh_extremo,R$/UH ate R$ 8.7 mi (1 UH; mediana familia R$ 28 k)
bext,24605792,valor_por_uh_extremo,R$/UH ate R$ 9.1 mi (1 UH; mediana familia R$ 28 k)
bext,24605801,valor_por_uh_extremo,R$/UH ate R$ 9.3 mi (1 UH; mediana familia R$ 28 k)
bext,24605810,valor_por_uh_extremo,R$/UH ate R$ 7.7 mi (1 UH; mediana familia R$ 28 k)
bext,24605811,valor_por_uh_extremo,R$/UH ate R$ 10.7 mi (1 UH; mediana familia R$ 28 k)
bext,24605812,valor_por_uh_extremo,R$/UH ate R$ 7.8 mi (1 UH; mediana familia R$ 28 k)
bext,246102711,valor_por_uh_extremo,R$/UH ate R$ 9.8 mi (1 UH; mediana familia R$ 28 k)
bext,246102712,valor_por_uh_extremo,R$/UH ate R$ 10.1 mi (1 UH; mediana familia R$ 28 k)
bext,246102713,valor_por_uh_extremo,R$/UH ate R$ 9.4 mi (1 UH; mediana familia R$ 28 k)
bext,246204245,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,247504244,valor_por_uh_extremo,R$/UH ate R$ 9.1 mi (1 UH; mediana familia R$ 28 k)
bext,24804764,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,24804771,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,24804773,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,24804782,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,24804793,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,24804797,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,24804898,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,24804899,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,24804948,valor_negativo_repetido,min R$ -0.1 mi em 6/20 snapshots
bext,24804955,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,24804963,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,24804964,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,24808179,valor_por_uh_extremo,R$/UH ate R$ 8.4 mi (1 UH; mediana familia R$ 28 k)
bext,248909767,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,248909854,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,248909855,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,248909858,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,248909865,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,248909873,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,248909935,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,248909948,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,250005304,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005318,valor_negativo_repetido,min R$ -0.1 mi em 14/20 snapshots
bext,250005320,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,250005321,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,250005326,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,250005330,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005331,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,250005332,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005347,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,250005353,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,250005355,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,250005356,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005365,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,250005421,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005502,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005504,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,250005507,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,250005516,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,250005524,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250005536,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,250005544,valor_negativo_repetido,min R$ -0.1 mi em 6/20 snapshots
bext,250005545,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,250005548,valor_negativo_repetido,min R$ -0.1 mi em 15/20 snapshots
bext,250005558,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,250005566,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,250802522,valor_por_uh_extremo,R$/UH ate R$ 11.2 mi (1 UH; mediana familia R$ 28 k)
bext,251412010,valor_por_uh_extremo,R$/UH ate R$ 8.8 mi (1 UH; mediana familia R$ 28 k)
bext,251710117,valor_por_uh_extremo,R$/UH ate R$ 8.7 mi (1 UH; mediana familia R$ 28 k)
bext,252001239,valor_por_uh_extremo,R$/UH ate R$ 12.7 mi (1 UH; mediana familia R$ 28 k)
bext,252001240,valor_por_uh_extremo,R$/UH ate R$ 12.4 mi (1 UH; mediana familia R$ 28 k)
bext,252101822,valor_por_uh_extremo,R$/UH ate R$ 7.9 mi (1 UH; mediana familia R$ 28 k)
bext,25211184,valor_por_uh_extremo,R$/UH ate R$ 7.7 mi (1 UH; mediana familia R$ 28 k)
bext,252602723,valor_por_uh_extremo,R$/UH ate R$ 11.0 mi (1 UH; mediana familia R$ 28 k)
bext,25306938,valor_por_uh_extremo,R$/UH ate R$ 10.8 mi (1 UH; mediana familia R$ 28 k)
bext,25306972,valor_por_uh_extremo,R$/UH ate R$ 11.0 mi (1 UH; mediana familia R$ 28 k)
bext,25306974,valor_por_uh_extremo,R$/UH ate R$ 9.7 mi (1 UH; mediana familia R$ 28 k)
bext,253205524,valor_por_uh_extremo,R$/UH ate R$ 13.3 mi (1 UH; mediana familia R$ 28 k)
bext,254203075,valor_por_uh_extremo,R$/UH ate R$ 11.1 mi (1 UH; mediana familia R$ 28 k)
bext,254203079,valor_por_uh_extremo,R$/UH ate R$ 10.1 mi (1 UH; mediana familia R$ 28 k)
bext,254203081,valor_por_uh_extremo,R$/UH ate R$ 9.6 mi (1 UH; mediana familia R$ 28 k)
bext,254203091,valor_por_uh_extremo,R$/UH ate R$ 10.7 mi (1 UH; mediana familia R$ 28 k)
bext,25507519,valor_por_uh_extremo,R$/UH ate R$ 8.0 mi (1 UH; mediana familia R$ 28 k)
bext,25507520,valor_por_uh_extremo,R$/UH ate R$ 8.0 mi (1 UH; mediana familia R$ 28 k)
bext,257305543,valor_por_uh_extremo,R$/UH ate R$ 6.5 mi (1 UH; mediana familia R$ 28 k)
bext,25908208,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,25908209,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,25908215,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,25908218,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,25908233,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,25908507,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,25908529,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,25908565,valor_negativo_repetido,min R$ -0.1 mi em 14/20 snapshots
bext,259305389,valor_por_uh_extremo,R$/UH ate R$ 9.2 mi (1 UH; mediana familia R$ 28 k)
bext,259305392,valor_por_uh_extremo,R$/UH ate R$ 8.9 mi (1 UH; mediana familia R$ 28 k)
bext,259305393,valor_por_uh_extremo,R$/UH ate R$ 9.2 mi (1 UH; mediana familia R$ 28 k)
bext,259305405,valor_por_uh_extremo,R$/UH ate R$ 8.7 mi (1 UH; mediana familia R$ 28 k)
bext,260701798,valor_por_uh_extremo,R$/UH ate R$ 9.0 mi (1 UH; mediana familia R$ 28 k)
bext,260701803,valor_por_uh_extremo,R$/UH ate R$ 9.0 mi (1 UH; mediana familia R$ 28 k)
bext,261409640,valor_por_uh_extremo,R$/UH ate R$ 7.2 mi (1 UH; mediana familia R$ 28 k)
bext,261902709,valor_por_uh_extremo,R$/UH ate R$ 6.2 mi (1 UH; mediana familia R$ 28 k)
bext,26218204,valor_por_uh_extremo,R$/UH ate R$ 14.2 mi (1 UH; mediana familia R$ 28 k)
bext,26218206,valor_por_uh_extremo,R$/UH ate R$ 11.9 mi (1 UH; mediana familia R$ 28 k)
bext,26218207,valor_por_uh_extremo,R$/UH ate R$ 11.8 mi (1 UH; mediana familia R$ 28 k)
bext,26218220,valor_por_uh_extremo,R$/UH ate R$ 10.7 mi (1 UH; mediana familia R$ 28 k)
bext,262908238,valor_por_uh_extremo,R$/UH ate R$ 12.5 mi (1 UH; mediana familia R$ 28 k)
bext,26410091,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,264402706,valor_por_uh_extremo,R$/UH ate R$ 8.8 mi (1 UH; mediana familia R$ 28 k)
bext,264402707,valor_por_uh_extremo,R$/UH ate R$ 10.4 mi (1 UH; mediana familia R$ 28 k)
bext,264402708,valor_por_uh_extremo,R$/UH ate R$ 10.4 mi (1 UH; mediana familia R$ 28 k)
bext,264402709,valor_por_uh_extremo,R$/UH ate R$ 8.8 mi (1 UH; mediana familia R$ 28 k)
bext,264402715,valor_por_uh_extremo,R$/UH ate R$ 9.3 mi (1 UH; mediana familia R$ 28 k)
bext,264900607,valor_por_uh_extremo,R$/UH ate R$ 10.9 mi (1 UH; mediana familia R$ 28 k)
bext,266205171,valor_por_uh_extremo,R$/UH ate R$ 9.3 mi (1 UH; mediana familia R$ 28 k)
bext,266506649,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,266506650,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,266506654,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,266506662,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,266506681,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,266506691,valor_negativo_repetido,min R$ -0.1 mi em 17/20 snapshots
bext,266506697,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,266506702,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,266506704,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,266506705,valor_negativo_repetido,min R$ -0.1 mi em 16/20 snapshots
bext,266506709,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,266506731,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,266506811,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,266506936,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,266506945,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,266507027,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,26704208,valor_por_uh_extremo,R$/UH ate R$ 8.5 mi (1 UH; mediana familia R$ 28 k)
bext,267206423,valor_por_uh_extremo,R$/UH ate R$ 15.2 mi (1 UH; mediana familia R$ 28 k)
bext,26813614,valor_por_uh_extremo,R$/UH ate R$ 13.0 mi (1 UH; mediana familia R$ 28 k)
bext,26813616,valor_por_uh_extremo,R$/UH ate R$ 11.9 mi (1 UH; mediana familia R$ 28 k)
bext,26813619,valor_por_uh_extremo,R$/UH ate R$ 11.2 mi (1 UH; mediana familia R$ 28 k)
bext,26813627,valor_por_uh_extremo,R$/UH ate R$ 11.4 mi (1 UH; mediana familia R$ 28 k)
bext,26813636,valor_por_uh_extremo,R$/UH ate R$ 5.7 mi (1 UH; mediana familia R$ 28 k)
bext,269401302,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,269401303,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,269401304,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,269401305,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,269401306,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,269401310,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,269401311,valor_negativo_repetido,min R$ -0.1 mi em 15/20 snapshots
bext,269401312,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,269401313,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,269401315,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,269401316,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,269401319,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,269401321,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,269401322,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,269401323,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,269401324,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,269401327,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,269401331,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,2694194,valor_por_uh_extremo,R$/UH ate R$ 18.8 mi (128 UH; mediana familia R$ 28 k)
bext,269504245,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,269504261,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,269504262,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,269504291,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,269601845,valor_por_uh_extremo,R$/UH ate R$ 11.3 mi (1 UH; mediana familia R$ 28 k)
bext,269601846,valor_por_uh_extremo,R$/UH ate R$ 11.5 mi (1 UH; mediana familia R$ 28 k)
bext,27011941,valor_por_uh_extremo,R$/UH ate R$ 11.3 mi (1 UH; mediana familia R$ 28 k)
bext,272304440,valor_por_uh_extremo,R$/UH ate R$ 10.6 mi (1 UH; mediana familia R$ 28 k)
bext,272304444,valor_por_uh_extremo,R$/UH ate R$ 11.1 mi (1 UH; mediana familia R$ 28 k)
bext,272304461,valor_por_uh_extremo,R$/UH ate R$ 12.2 mi (1 UH; mediana familia R$ 28 k)
bext,272304471,valor_por_uh_extremo,R$/UH ate R$ 11.3 mi (1 UH; mediana familia R$ 28 k)
bext,272404154,valor_negativo_repetido,min R$ -0.2 mi em 13/20 snapshots
bext,272404156,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,272404168,valor_negativo_repetido,min R$ -0.1 mi em 15/20 snapshots
bext,272404170,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,272404176,valor_negativo_repetido,min R$ -0.2 mi em 11/20 snapshots
bext,272404199,valor_negativo_repetido,min R$ -0.2 mi em 7/20 snapshots
bext,272404205,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,272404228,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,272404241,valor_negativo_repetido,min R$ -0.2 mi em 9/20 snapshots
bext,272404242,valor_negativo_repetido,min R$ -0.1 mi em 6/20 snapshots
bext,272404245,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,272404246,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,272404247,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,272404259,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,272404297,valor_negativo_repetido,min R$ -0.1 mi em 4/20 snapshots
bext,272404346,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,272404368,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,272404390,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,272404403,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,272404408,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,272404441,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,272404458,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,272404479,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,272404496,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,272404497,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,272404580,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,272404597,valor_negativo_repetido,min R$ -0.1 mi em 13/20 snapshots
bext,272404651,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,272407691,valor_por_uh_extremo,R$/UH ate R$ 11.5 mi (1 UH; mediana familia R$ 28 k)
bext,272606005,valor_por_uh_extremo,R$/UH ate R$ 11.1 mi (1 UH; mediana familia R$ 28 k)
bext,272606047,valor_por_uh_extremo,R$/UH ate R$ 11.5 mi (1 UH; mediana familia R$ 28 k)
bext,272606051,valor_por_uh_extremo,R$/UH ate R$ 7.4 mi (1 UH; mediana familia R$ 28 k)
bext,27307038,valor_por_uh_extremo,R$/UH ate R$ 11.8 mi (1 UH; mediana familia R$ 28 k)
bext,273805736,valor_por_uh_extremo,R$/UH ate R$ 12.3 mi (1 UH; mediana familia R$ 28 k)
bext,274602971,valor_por_uh_extremo,R$/UH ate R$ 11.7 mi (1 UH; mediana familia R$ 28 k)
bext,274602975,valor_por_uh_extremo,R$/UH ate R$ 10.9 mi (1 UH; mediana familia R$ 28 k)
bext,275002709,valor_por_uh_extremo,R$/UH ate R$ 7.4 mi (1 UH; mediana familia R$ 28 k)
bext,27617314,valor_por_uh_extremo,R$/UH ate R$ 10.8 mi (1 UH; mediana familia R$ 28 k)
bext,276817680,valor_por_uh_extremo,R$/UH ate R$ 9.4 mi (1 UH; mediana familia R$ 28 k)
bext,276817685,valor_por_uh_extremo,R$/UH ate R$ 9.3 mi (1 UH; mediana familia R$ 28 k)
bext,276817687,valor_por_uh_extremo,R$/UH ate R$ 8.9 mi (1 UH; mediana familia R$ 28 k)
bext,277633459,valor_por_uh_extremo,R$/UH ate R$ 10.9 mi (1 UH; mediana familia R$ 28 k)
bext,277633461,valor_por_uh_extremo,R$/UH ate R$ 8.4 mi (1 UH; mediana familia R$ 28 k)
bext,277633462,valor_por_uh_extremo,R$/UH ate R$ 10.2 mi (1 UH; mediana familia R$ 28 k)
bext,277633464,valor_por_uh_extremo,R$/UH ate R$ 11.3 mi (1 UH; mediana familia R$ 28 k)
bext,279109168,valor_por_uh_extremo,R$/UH ate R$ 9.3 mi (1 UH; mediana familia R$ 28 k)
bext,279303514,valor_por_uh_extremo,R$/UH ate R$ 10.2 mi (1 UH; mediana familia R$ 28 k)
bext,279303521,valor_por_uh_extremo,R$/UH ate R$ 10.3 mi (1 UH; mediana familia R$ 28 k)
bext,28002575,valor_por_uh_extremo,R$/UH ate R$ 4.8 mi (1 UH; mediana familia R$ 28 k)
bext,280304860,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,281306660,valor_por_uh_extremo,R$/UH ate R$ 13.9 mi (1 UH; mediana familia R$ 28 k)
bext,281807320,valor_por_uh_extremo,R$/UH ate R$ 10.7 mi (1 UH; mediana familia R$ 28 k)
bext,282206281,valor_por_uh_extremo,R$/UH ate R$ 11.2 mi (1 UH; mediana familia R$ 28 k)
bext,28309968,valor_por_uh_extremo,R$/UH ate R$ 8.3 mi (1 UH; mediana familia R$ 28 k)
bext,28309973,valor_por_uh_extremo,R$/UH ate R$ 9.3 mi (1 UH; mediana familia R$ 28 k)
bext,283604746,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,283604755,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,283604762,valor_negativo_repetido,min R$ -0.1 mi em 7/20 snapshots
bext,283604763,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
bext,283604764,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,283604769,valor_negativo_repetido,min R$ -0.1 mi em 12/20 snapshots
bext,283604786,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,283604788,valor_negativo_repetido,min R$ -0.1 mi em 9/20 snapshots
bext,283604802,valor_negativo_repetido,min R$ -0.1 mi em 8/20 snapshots
bext,283604803,valor_negativo_repetido,min R$ -0.1 mi em 11/20 snapshots
bext,283604880,valor_negativo_repetido,min R$ -0.1 mi em 10/20 snapshots
