dashboard_id,dashboard_title,dashboard_front,chart_id,chart_name,viz_type,dataset_id,form_datasource,columns_used,metrics_used,raw_form_data
6,RURAL,rural,103,Contrato,,86,86__table,apf; dt_contratacao; agente_financeiro; valor_contratado,[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""No filter"", ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""filterOptionName"": ""filter_mzwobmmk8uj_vn4rnxyj4kf"", ""isExtra"": false, ""isNew"": false, ""operator"": ""TEMPORAL_RANGE"", ""sqlExpression"": null, ""subject"": ""dt_contratacao""}], ""all_columns"": [""apf"", ""dt_contratacao"", ""agente_financeiro"", ""valor_contratado""], ""dashboards"": [6], ""datasource"": ""86__table"", ""extra_form_data"": {}, ""groupby"": [""apf"", ""dt_contratacao"", ""agente_financeiro"", ""valor_contratado""], ""handlebarsTemplate"": ""{{#with (lookup data 0)}}\n<div style=\""\n  background:#ffffff;\n  border-radius:12px;\n  padding:20px 22px;\n  box-shadow:0 2px 8px rgba(0,0,0,0.06);\n  border:1px solid #e5e7eb;\n  font-family:-apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,sans-serif;\n  max-width:320px;\n\"">\n\n  <div style=\""margin-bottom:14px;\"">\n    <div style=\""font-size:11px;font-weight:700;color:#6b7280;letter-spacing:0.04em;margin-bottom:4px;\"">\n      VALOR CONTRATADO\n    </div>\n    <div style=\""font-size:15px;color:#111827;font-weight:500;\"">\n      R$ {{formatNumber valor_contratado \""pt-BR\""}}\n    </div>\n  </div>\n\n  <div style=\""margin-bottom:14px;\"">\n    <div style=\""font-size:11px;font-weight:700;color:#6b7280;letter-spacing:0.04em;margin-bottom:4px;\"">\n      APF\n    </div>\n    <div style=\""font-size:15px;color:#111827;font-weight:500;\"">\n      {{apf}}\n    </div>\n  </div>\n\n  <div style=\""margin-bottom:14px;\"">\n    <div style=\""font-size:11px;font-weight:700;color:#6b7280;letter-spacing:0.04em;margin-bottom:4px;\"">\n      AGENTE FINANCEIRO\n    </div>\n    <div style=\""font-size:15px;color:#111827;font-weight:500;\"">\n      {{agente_financeiro}}\n    </div>\n  </div>\n\n  <div>\n    <div style=\""font-size:11px;font-weight:700;color:#6b7280;letter-spacing:0.04em;margin-bottom:4px;\"">\n      DATA DE CONTRATAÇÃO\n    </div>\n    <div style=\""font-size:15px;color:#111827;font-weight:500;\"">\n      {{dateFormat dt_contratacao format=\""DD/MM/YYYY\""}}\n    </div>\n  </div>\n\n</div>\n{{/with}}"", ""order_by_cols"": [], ""percent_metrics"": [], ""query_mode"": ""raw"", ""row_limit"": 500, ""slice_id"": 103, ""viz_type"": ""handlebars""}"
6,RURAL,rural,111,Execução Física Rural,,86,86__table,dt_previsao_entrega; ritmo_fisico_financeiro; percentual_execucao_fisica; situacao_empreendimento; dt_conclusao_obra,[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""No filter"", ""expressionType"": ""SIMPLE"", ""operator"": ""TEMPORAL_RANGE"", ""subject"": ""dt_contratacao""}], ""all_columns"": [""dt_previsao_entrega"", ""ritmo_fisico_financeiro"", ""percentual_execucao_fisica"", ""situacao_empreendimento"", ""dt_conclusao_obra""], ""dashboards"": [6], ""datasource"": ""86__table"", ""extra_form_data"": {}, ""groupby"": [], ""handlebarsTemplate"": ""{{#with (lookup data 0)}}\n<div style=\""background:#ffffff;border-radius:12px;padding:20px 22px;box-shadow:0 2px 8px rgba(0,0,0,0.06);border:1px solid #e5e7eb;font-family:-apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,sans-serif;width:100%;\"">\n\n<div style=\""display:flex;justify-content:space-between;gap:15px;\"">\n<div style=\""flex:1;\"">\n<div style=\""margin-bottom:12px;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">INÍCIO EFETIVO</div>\n<div style=\""font-size:13px;color:#111827;font-weight:500;\"">s.i.</div>\n</div>\n<div style=\""margin-bottom:12px;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">TEMPO DE EXECUÇÃO (meses)</div>\n<div style=\""font-size:13px;color:#111827;font-weight:500;\"">s.i.</div>\n</div>\n<div style=\""margin-bottom:12px;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">PREVISÃO DE ENTREGA</div>\n<div style=\""font-size:13px;color:#111827;font-weight:500;\"">{{#if dt_previsao_entrega}}{{dateFormat dt_previsao_entrega format=\""DD/MM/YYYY\""}}{{else}}s.i.{{/if}}</div>\n</div>\n<div>\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">DATA DE ENTREGA</div>\n<div style=\""font-size:13px;color:#285e8e;font-weight:600;\"">{{#if dt_entrega}}{{dateFormat dt_entrega format=\""DD/MM/YYYY\""}}{{else}}s.i.{{/if}}</div>\n</div>\n</div>\n<div style=\""flex:1;display:flex;flex-direction:column;justify-content:space-between;\"">\n<div style=\""display:flex;justify-content:space-between;text-align:center;\"">\n<div>\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:4px;\"">RITMO<br>EXECUÇÃO</div>\n<div style=\""font-size:13px;color:#285e8e;font-weight:500;\"">{{#if ritmo_fisico_financeiro}}{{ritmo_fisico_financeiro}}{{else}}s.i.{{/if}}</div>\n</div>\n<div>\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:4px;\"">EXECUÇÃO<br>FÍSICA TOTAL</div>\n<div style=\""background:#f3f4f6;padding:6px 12px;border-radius:4px;font-size:14px;font-weight:700;color:#285e8e;\"">{{formatNumber percentual_execucao_fisica \""pt-BR\""}}%</div>\n</div>\n</div>\n<div style=\""text-align:center;margin-top:auto;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:4px;\"">SITUAÇÃO</div>\n<div style=\""background:#e5e7eb;padding:8px;border-radius:4px;font-size:12px;font-weight:700;color:#285e8e;text-transform:uppercase;\"">{{situacao_empreendimento}}</div>\n</div>\n</div>\n</div>\n</div>\n{{/with}}"", ""order_by_cols"": [], ""percent_metrics"": [], ""query_mode"": ""raw"", ""row_limit"": 10000, ""slice_id"": 111, ""viz_type"": ""handlebars""}"
6,RURAL,rural,112,Execução Financeira Rural,,86,86__table,valor_contratado; valor_por_uh; valor_aporte_adicional; valor_desembolsado,[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""No filter"", ""expressionType"": ""SIMPLE"", ""operator"": ""TEMPORAL_RANGE"", ""subject"": ""dt_contratacao""}], ""all_columns"": [""valor_contratado"", ""valor_por_uh"", ""valor_aporte_adicional"", ""valor_desembolsado""], ""dashboards"": [6], ""datasource"": ""86__table"", ""extra_form_data"": {}, ""groupby"": [], ""handlebarsTemplate"": ""{{#with (lookup data 0)}}\n<div style=\""\n  background:#ffffff;\n  border-radius:12px;\n  padding:20px 22px;\n  box-shadow:0 2px 8px rgba(0,0,0,0.06);\n  border:1px solid #e5e7eb;\n  font-family:-apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,sans-serif;\n  width: 100%;\n\"">\n  \n  <!-- Linha Superior: Total e Por UH -->\n  <div style=\""display: flex; justify-content: space-between; margin-bottom: 16px;\"">\n    <div>\n      <div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR TOTAL</div>\n      <!-- O Valor Total usa a fonte maior e na cor preta, assim como na imagem -->\n      <div style=\""font-size:18px;color:#111827;font-weight:800;\"">\n        R$ {{formatNumber valor_contratado \""pt-BR\""}}\n      </div>\n    </div>\n    <div style=\""text-align: right;\"">\n      <div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR POR UH</div>\n      <div style=\""font-size:14px;color:#285e8e;font-weight:600;\"">\n        R$ {{formatNumber valor_por_uh \""pt-BR\""}}\n      </div>\n    </div>\n  </div>\n\n  <!-- Valores Adicionais -->\n  <div style=\""margin-bottom:14px;\"">\n    <div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR CONTRATADO</div>\n    <div style=\""font-size:14px;color:#285e8e;font-weight:600;\"">\n      R$ {{formatNumber valor_contratado \""pt-BR\""}}\n    </div>\n  </div>\n\n  <div style=\""margin-bottom:14px;\"">\n    <div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR APORTES E SUPLEMENTAÇÕES ADICIONAIS</div>\n    <div style=\""font-size:14px;color:#285e8e;font-weight:600;\"">\n      R$ {{formatNumber valor_aporte_adicional \""pt-BR\""}}\n    </div>\n  </div>\n\n  <div>\n    <div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR DESEMBOLSADO</div>\n    <!-- A imagem exibe este valor em uma tonalidade ligeiramente esverdeada -->\n    <div style=\""font-size:14px;color:#16a34a;font-weight:600;\"">\n      R$ {{formatNumber valor_desembolsado \""pt-BR\""}}\n    </div>\n  </div>\n\n</div>\n{{/with}}"", ""order_by_cols"": [], ""percent_metrics"": [], ""query_mode"": ""raw"", ""row_limit"": 10000, ""slice_id"": 112, ""viz_type"": ""handlebars""}"
6,RURAL,rural,113,Evolução Físico-Financeira,,88,88__table,,"[{""aggregate"": null, ""column"": null, ""datasourceWarning"": false, ""expressionType"": ""SQL"", ""hasCustomLabel"": true, ""label"": ""Financeiro "", ""optionName"": ""metric_ro4g8j1mpc_azsokd3up98"", ""sqlExpression"": ""MAX(pct_executado_financeiro/100)""}]","{""adhoc_filters"": [], ""adhoc_filters_b"": [], ""annotation_layers"": [], ""area"": false, ""color_scheme"": ""presetColors"", ""comparison_type"": ""values"", ""comparison_type_b"": ""values"", ""dashboards"": [6], ""datasource"": ""88__table"", ""extra_form_data"": {}, ""groupby"": [], ""groupby_b"": [], ""legendOrientation"": ""top"", ""legendType"": ""scroll"", ""markerSize"": 6, ""markerSizeB"": 6, ""metrics"": [{""aggregate"": null, ""column"": null, ""datasourceWarning"": false, ""expressionType"": ""SQL"", ""hasCustomLabel"": true, ""label"": ""Financeiro "", ""optionName"": ""metric_ro4g8j1mpc_azsokd3up98"", ""sqlExpression"": ""MAX(pct_executado_financeiro/100)""}], ""metrics_b"": [{""aggregate"": null, ""column"": null, ""datasourceWarning"": false, ""expressionType"": ""SQL"", ""hasCustomLabel"": true, ""label"": ""Físico "", ""optionName"": ""metric_anokah55pw_e809anvzdkr"", ""sqlExpression"": ""MAX(pct_obra_realizada/100)""}], ""only_total"": true, ""only_totalB"": true, ""opacity"": 0.2, ""opacityB"": 0.2, ""order_desc"": true, ""order_desc_b"": true, ""rich_tooltip"": true, ""row_limit"": 10000, ""row_limit_b"": 10000, ""seriesType"": ""line"", ""seriesTypeB"": ""bar"", ""showTooltipTotal"": true, ""show_legend"": true, ""show_value"": true, ""show_valueB"": true, ""slice_id"": 113, ""sort_series_type"": ""sum"", ""sort_series_typeB"": ""sum"", ""stack"": false, ""time_shift_color"": true, ""tooltipTimeFormat"": ""smart_date"", ""truncateXAxis"": true, ""truncate_metric"": true, ""truncate_metric_b"": true, ""viz_type"": ""mixed_timeseries"", ""xAxisLabelInterval"": ""auto"", ""x_axis"": ""mes"", ""x_axis_time_format"": ""smart_date"", ""x_axis_title_margin"": 15, ""y_axis_bounds"": [null, null], ""y_axis_bounds_secondary"": [null, null], ""y_axis_format"": "",.1%"", ""y_axis_format_secondary"": "",.1%"", ""y_axis_title_margin"": 30, ""y_axis_title_position"": ""Left""}"
6,RURAL,rural,132,Execução Física,,87,87__table,,"[{""aggregate"": ""SUM"", ""column"": {""advanced_data_type"": null, ""certification_details"": null, ""certified_by"": null, ""column_name"": ""qtd_empreendimentos"", ""description"": null, ""expression"": """", ""filterable"": true, ""groupby"": true, ""id"": 282, ""is_certified"": false, ""is_dttm"": false, ""python_date_format"": null, ""type"": ""BIGINT"", ""type_generic"": 0, ""uuid"": ""6ad4c36f-5c22-4a64-8fd6-ce0609a9d1b2"", ""verbose_name"": null, ""warning_markdown"": null}, ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""hasCustomLabel"": true, ""label"": ""Empreendimentos"", ""optionName"": ""metric_l5mj57jn1nk_legkf7qfgk9"", ""sqlExpression"": null}]","{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""execucao_fisica"", ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""filterOptionName"": ""filter_6hwuwz36yea_5fvd4714m79"", ""isExtra"": false, ""isNew"": false, ""operator"": ""=="", ""operatorId"": ""EQUALS"", ""sqlExpression"": null, ""subject"": ""secao""}], ""annotation_layers"": [], ""color_scheme"": ""supersetColors"", ""comparison_type"": ""values"", ""dashboards"": [6], ""datasource"": ""87__table"", ""extra_form_data"": {}, ""forecastInterval"": 0.8, ""forecastPeriods"": 10, ""groupby"": [""dimensao""], ""legendMargin"": null, ""legendOrientation"": ""top"", ""legendType"": ""scroll"", ""metrics"": [{""aggregate"": ""SUM"", ""column"": {""advanced_data_type"": null, ""certification_details"": null, ""certified_by"": null, ""column_name"": ""qtd_empreendimentos"", ""description"": null, ""expression"": """", ""filterable"": true, ""groupby"": true, ""id"": 282, ""is_certified"": false, ""is_dttm"": false, ""python_date_format"": null, ""type"": ""BIGINT"", ""type_generic"": 0, ""uuid"": ""6ad4c36f-5c22-4a64-8fd6-ce0609a9d1b2"", ""verbose_name"": null, ""warning_markdown"": null}, ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""hasCustomLabel"": true, ""label"": ""Empreendimentos"", ""optionName"": ""metric_l5mj57jn1nk_legkf7qfgk9"", ""sqlExpression"": null}], ""minorTicks"": false, ""only_total"": true, ""order_desc"": true, ""orientation"": ""horizontal"", ""rich_tooltip"": true, ""row_limit"": 10000, ""showTooltipTotal"": true, ""show_empty_columns"": true, ""show_legend"": true, ""slice_id"": 132, ""sort_series_type"": ""sum"", ""stack"": ""Stack"", ""time_shift_color"": true, ""tooltipTimeFormat"": ""smart_date"", ""truncateXAxis"": true, ""truncate_metric"": true, ""viz_type"": ""echarts_timeseries_bar"", ""xAxisLabelInterval"": ""auto"", ""x_axis"": ""uf"", ""x_axis_sort_asc"": true, ""x_axis_time_format"": ""smart_date"", ""x_axis_title_margin"": 15, ""y_axis_bounds"": [null, null], ""y_axis_format"": ""SMART_NUMBER"", ""y_axis_title_margin"": 30, ""y_axis_title_position"": ""Left"", ""zoomable"": false}"
6,RURAL,rural,110,Valor,,86,86__table,"{'expressionType': 'SQL', 'label': 'valor_milhoes', 'sqlExpression': 'coalesce(valor_contratado/1000000 , 0)'}",[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""No filter"", ""expressionType"": ""SIMPLE"", ""operator"": ""TEMPORAL_RANGE"", ""subject"": ""dt_contratacao""}], ""all_columns"": [{""expressionType"": ""SQL"", ""label"": ""valor_milhoes"", ""sqlExpression"": ""coalesce(valor_contratado/1000000 , 0)""}], ""dashboards"": [6], ""datasource"": ""86__table"", ""extra_form_data"": {}, ""groupby"": [], ""handlebarsTemplate"": ""{{#with (lookup data 0)}}\n<div style=\""font-family:-apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,sans-serif;text-align:center;width:100%;\"">\n<div style=\""background:#ffffff;border-radius:8px;padding:16px 10px;box-shadow:0 1px 4px rgba(0,0,0,0.08);font-size:26px;font-weight:800;color:#2F5C8F;\"">{{valor_milhoes}} Mi</div>\n</div>\n{{/with}}"", ""order_by_cols"": [], ""percent_metrics"": [], ""query_mode"": ""raw"", ""row_limit"": 10000, ""slice_id"": 110, ""viz_type"": ""handlebars""}"
6,RURAL,rural,133,Execução Financeira,,87,87__table,"{'expressionType': 'SQL', 'label': 'valor_total', 'sqlExpression': 'valor_1'}; {'expressionType': 'SQL', 'label': 'valor_desembolsado', 'sqlExpression': 'valor_2'}; {'expressionType': 'SQL', 'label': 'valor_aportes_suplementacoes', 'sqlExpression': 'valor_3'}; {'expressionType': 'SQL', 'label': 'valor_por_uh', 'sqlExpression': 'valor_4'}; {'expressionType': 'SQL', 'label': 'valor_contratado', 'sqlExpression': 'valor_1'}",[],"{""adhoc_filters"": [], ""all_columns"": [{""expressionType"": ""SQL"", ""label"": ""valor_total"", ""sqlExpression"": ""valor_1""}, {""expressionType"": ""SQL"", ""label"": ""valor_desembolsado"", ""sqlExpression"": ""valor_2""}, {""expressionType"": ""SQL"", ""label"": ""valor_aportes_suplementacoes"", ""sqlExpression"": ""valor_3""}, {""expressionType"": ""SQL"", ""label"": ""valor_por_uh"", ""sqlExpression"": ""valor_4""}, {""expressionType"": ""SQL"", ""label"": ""valor_contratado"", ""sqlExpression"": ""valor_1""}], ""dashboards"": [6], ""datasource"": ""87__table"", ""extra_form_data"": {}, ""groupby"": [], ""handlebarsTemplate"": ""{{#with (lookup data 0)}}\n<div style=\""background:#ffffff;border-radius:12px;padding:20px 22px;box-shadow:0 2px 8px rgba(0,0,0,0.06);border:1px solid #e5e7eb;font-family:-apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,sans-serif;width:100%;\"">\n<div style=\""display:flex;justify-content:space-between;margin-bottom:16px;\"">\n<div>\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR TOTAL</div>\n<div style=\""font-size:18px;color:#111827;font-weight:800;\"">R$ {{formatNumber valor_total \""pt-BR\""}}</div>\n</div>\n<div style=\""text-align:right;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR POR UH</div>\n<div style=\""font-size:14px;color:#285e8e;font-weight:600;\"">R$ {{formatNumber valor_por_uh \""pt-BR\""}}</div>\n</div>\n</div>\n<div style=\""margin-bottom:14px;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR CONTRATADO</div>\n<div style=\""font-size:14px;color:#285e8e;font-weight:600;\"">R$ {{formatNumber valor_contratado \""pt-BR\""}}</div>\n</div>\n<div style=\""margin-bottom:14px;\"">\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR APORTES E SUPLEMENTAÇÕES ADICIONAIS</div>\n<div style=\""font-size:14px;color:#285e8e;font-weight:600;\"">R$ {{formatNumber valor_aportes_suplementacoes \""pt-BR\""}}</div>\n</div>\n<div>\n<div style=\""font-size:10px;font-weight:700;color:#6b7280;margin-bottom:2px;\"">VALOR DESEMBOLSADO</div>\n<div style=\""font-size:14px;color:#16a34a;font-weight:600;\"">R$ {{formatNumber valor_desembolsado \""pt-BR\""}}</div>\n</div>\n</div>\n{{/with}}"", ""order_by_cols"": [], ""order_desc"": true, ""percent_metrics"": [], ""query_mode"": ""raw"", ""row_limit"": 10000, ""slice_id"": 133, ""viz_type"": ""handlebars""}"
6,RURAL,rural,131,Situação dos empreendimentos,,87,87__table,"{'datasourceWarning': False, 'expressionType': 'SQL', 'label': 'Situação', 'sqlExpression': 'dimensao'}; {'datasourceWarning': False, 'expressionType': 'SQL', 'label': 'Empreendimentos', 'sqlExpression': 'qtd_empreendimentos'}; {'datasourceWarning': False, 'expressionType': 'SQL', 'label': 'UHs', 'sqlExpression': 'qtd_uhs'}",[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""situacao"", ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""filterOptionName"": ""filter_r4iql2z7anl_pxvmf7d2ec8"", ""isExtra"": false, ""isNew"": false, ""operator"": ""=="", ""operatorId"": ""EQUALS"", ""sqlExpression"": null, ""subject"": ""secao""}], ""all_columns"": [{""datasourceWarning"": false, ""expressionType"": ""SQL"", ""label"": ""Situação"", ""sqlExpression"": ""dimensao""}, {""datasourceWarning"": false, ""expressionType"": ""SQL"", ""label"": ""Empreendimentos"", ""sqlExpression"": ""qtd_empreendimentos""}, {""datasourceWarning"": false, ""expressionType"": ""SQL"", ""label"": ""UHs"", ""sqlExpression"": ""qtd_uhs""}], ""allow_render_html"": true, ""color_pn"": true, ""comparison_type"": ""values"", ""conditional_formatting"": [], ""dashboards"": [6], ""datasource"": ""87__table"", ""extra_form_data"": {}, ""groupby"": [""dimensao"", ""qtd_empreendimentos"", ""qtd_uhs""], ""order_by_cols"": [""[\""ordem\"", true]""], ""percent_metrics"": [], ""query_mode"": ""raw"", ""row_limit"": 10000, ""show_cell_bars"": false, ""slice_id"": 131, ""table_timestamp_format"": ""smart_date"", ""temporal_columns_lookup"": {}, ""viz_type"": ""table""}"
6,RURAL,rural,134,Mapa de UHs por UF,,89,89__table,,[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""uf"", ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""filterOptionName"": ""filter_e87h0rmbgko_lj0amdprwz"", ""isExtra"": false, ""isNew"": false, ""operator"": ""=="", ""operatorId"": ""EQUALS"", ""sqlExpression"": null, ""subject"": ""nivel""}], ""dashboards"": [6], ""datasource"": ""89__table"", ""entity"": ""iso_3166_2"", ""extra_form_data"": {}, ""linear_color_scheme"": ""dark_blue"", ""metric"": {""aggregate"": ""SUM"", ""column"": {""advanced_data_type"": null, ""certification_details"": null, ""certified_by"": null, ""column_name"": ""total_uhs"", ""description"": null, ""expression"": null, ""filterable"": true, ""groupby"": true, ""id"": 300, ""is_certified"": false, ""is_dttm"": false, ""python_date_format"": null, ""type"": ""NUMERIC"", ""type_generic"": 0, ""uuid"": ""67c50329-34e6-444f-a612-efaf158de1e5"", ""verbose_name"": null, ""warning_markdown"": null}, ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""hasCustomLabel"": false, ""label"": ""SUM(total_uhs)"", ""optionName"": ""metric_svtam89ox8q_pnpu7d30hs"", ""sqlExpression"": null}, ""number_format"": ""SMART_NUMBER"", ""select_country"": ""brazil"", ""slice_id"": 134, ""viz_type"": ""country_map""}"
6,RURAL,rural,135,UHs por Região,,89,89__table,,"[{""aggregate"": ""SUM"", ""column"": {""advanced_data_type"": null, ""certification_details"": null, ""certified_by"": null, ""column_name"": ""total_uhs"", ""description"": null, ""expression"": null, ""filterable"": true, ""groupby"": true, ""id"": 300, ""is_certified"": false, ""is_dttm"": false, ""python_date_format"": null, ""type"": ""NUMERIC"", ""type_generic"": 0, ""uuid"": ""67c50329-34e6-444f-a612-efaf158de1e5"", ""verbose_name"": null, ""warning_markdown"": null}, ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""hasCustomLabel"": true, ""label"": ""Total UHs"", ""optionName"": ""metric_lu37s7uluao_dmo4wmm0dbs"", ""sqlExpression"": null}]","{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""regiao"", ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""filterOptionName"": ""filter_314urrwpdje_40pvp7nu0xo"", ""isExtra"": false, ""isNew"": false, ""operator"": ""=="", ""operatorId"": ""EQUALS"", ""sqlExpression"": null, ""subject"": ""nivel""}], ""annotation_layers"": [], ""color_scheme"": ""supersetColors"", ""comparison_type"": ""values"", ""dashboards"": [6], ""datasource"": ""89__table"", ""extra_form_data"": {}, ""forecastInterval"": 0.8, ""forecastPeriods"": 10, ""groupby"": [], ""legendOrientation"": ""top"", ""legendType"": ""scroll"", ""metrics"": [{""aggregate"": ""SUM"", ""column"": {""advanced_data_type"": null, ""certification_details"": null, ""certified_by"": null, ""column_name"": ""total_uhs"", ""description"": null, ""expression"": null, ""filterable"": true, ""groupby"": true, ""id"": 300, ""is_certified"": false, ""is_dttm"": false, ""python_date_format"": null, ""type"": ""NUMERIC"", ""type_generic"": 0, ""uuid"": ""67c50329-34e6-444f-a612-efaf158de1e5"", ""verbose_name"": null, ""warning_markdown"": null}, ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""hasCustomLabel"": true, ""label"": ""Total UHs"", ""optionName"": ""metric_lu37s7uluao_dmo4wmm0dbs"", ""sqlExpression"": null}], ""only_total"": true, ""order_desc"": false, ""orientation"": ""vertical"", ""rich_tooltip"": true, ""row_limit"": 10000, ""showTooltipTotal"": true, ""show_empty_columns"": true, ""show_legend"": true, ""slice_id"": 135, ""sort_series_ascending"": false, ""sort_series_type"": ""sum"", ""time_shift_color"": true, ""timeseries_limit_metric"": {""aggregate"": ""SUM"", ""column"": {""advanced_data_type"": null, ""certification_details"": null, ""certified_by"": null, ""column_name"": ""total_uhs"", ""description"": null, ""expression"": null, ""filterable"": true, ""groupby"": true, ""id"": 300, ""is_certified"": false, ""is_dttm"": false, ""python_date_format"": null, ""type"": ""NUMERIC"", ""type_generic"": 0, ""uuid"": ""67c50329-34e6-444f-a612-efaf158de1e5"", ""verbose_name"": null, ""warning_markdown"": null}, ""datasourceWarning"": false, ""expressionType"": ""SIMPLE"", ""hasCustomLabel"": false, ""label"": ""SUM(total_uhs)"", ""optionName"": ""metric_0l2dyi954hme_tacvjb9pzxq"", ""sqlExpression"": null}, ""tooltipTimeFormat"": ""smart_date"", ""truncateXAxis"": true, ""truncate_metric"": true, ""viz_type"": ""echarts_timeseries_bar"", ""xAxisForceCategorical"": true, ""xAxisLabelInterval"": ""auto"", ""x_axis"": ""regiao_nome"", ""x_axis_sort"": ""regiao_nome"", ""x_axis_sort_asc"": true, ""x_axis_time_format"": ""smart_date"", ""x_axis_title_margin"": 15, ""y_axis_bounds"": [null, null], ""y_axis_format"": ""SMART_NUMBER"", ""y_axis_title_margin"": 30, ""y_axis_title_position"": ""Left""}"
6,RURAL,rural,148,Total de EOs,,86,86__table,,[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""No filter"", ""expressionType"": ""SIMPLE"", ""operator"": ""TEMPORAL_RANGE"", ""subject"": ""dt_contratacao""}], ""conditional_formatting"": [], ""dashboards"": [6], ""datasource"": ""86__table"", ""extra_form_data"": {}, ""header_font_size"": 0.4, ""metric"": {""aggregate"": null, ""column"": null, ""datasourceWarning"": false, ""expressionType"": ""SQL"", ""hasCustomLabel"": true, ""label"": ""Total de EOs"", ""optionName"": ""metric_j5kz6ra3gn_vs4ghl43na"", ""sqlExpression"": ""COUNT(DISTINCT(entidade_organizadora_cnpj))""}, ""slice_id"": 148, ""subtitle_font_size"": 0.15, ""time_format"": ""smart_date"", ""viz_type"": ""big_number_total"", ""y_axis_format"": ""~g""}"
6,RURAL,rural,149,N° Empreendimentos ,,86,86__table,,[],"{""adhoc_filters"": [{""clause"": ""WHERE"", ""comparator"": ""No filter"", ""expressionType"": ""SIMPLE"", ""operator"": ""TEMPORAL_RANGE"", ""subject"": ""dt_contratacao""}], ""conditional_formatting"": [], ""dashboards"": [6], ""datasource"": ""86__table"", ""extra_form_data"": {}, ""header_font_size"": 0.4, ""metric"": {""aggregate"": null, ""column"": null, ""datasourceWarning"": false, ""expressionType"": ""SQL"", ""hasCustomLabel"": true, ""label"": ""Empreendimentos"", ""optionName"": ""metric_0jqpfur1jtz_j9htov3r5w8"", ""sqlExpression"": ""COUNT(apf)""}, ""slice_id"": 149, ""subtitle_font_size"": 0.15, ""time_format"": ""smart_date"", ""viz_type"": ""big_number_total"", ""y_axis_format"": ""~g""}"
